,US Large Cap Equities,US Small Cap Equities,US Investment Grade Bonds,US High Yield Bonds,US Bank Loans,Developed Country Equities,Emerging Market Equities,Emerging Market Debt,Sentiment Score
2017-06-30,1343.516,1415.359,2838.626,1231.983,2741.36,1883.19,1010.8,1065.1086,0.049646
2017-07-03,1346.859,1426.682,2833.576,1232.815,2742.5,1887.67,1014.24,1064.5263,0.029687
2017-07-05,1348.178,1420.147,2836.946,1232.92,2743.42,1883.6,1009.85,1063.5147,0.022106
2017-07-06,1334.878,1400.815,2831.463,1231.012,2743.92,1882.57,1006.16,1060.4991,0.019204
2017-07-07,1343.775,1415.835,2828.259,1228.537,2744.62,1874.1,1002.48,1059.1142,0.029181
2017-07-10,1344.672,1408.475,2833.202,1229.312,2745.68,1880.45,1009.29,1062.3142,0.043471
2017-07-11,1344.118,1413.054,2835.168,1229.644,2746.32,1878.38,1018.2,1062.8081,0.042284
2017-07-12,1353.933,1424.321,2842.701,1232.876,2747.07,1900.88,1029.9,1066.5324,0.045365
2017-07-13,1356.411,1425.661,2839.755,1233.813,2747.48,1904.89,1040.72,1066.5343,0.047823
2017-07-14,1362.614,1428.817,2844.432,1236.018,2747.73,1918.74,1047.05,1068.1262,0.060802
2017-07-17,1362.643,1431.602,2848.645,1238.718,2749.01,1920.25,1051.55,1069.4968,0.074631
2017-07-18,1363.229,1427.614,2857.351,1240.16,2749.68,1921.05,1053.23,1071.1094,0.084793
2017-07-19,1371.001,1441.771,2858.439,1242.118,2750.55,1926.13,1060.12,1072.115,0.093592
2017-07-20,1370.713,1442.354,2860.557,1243.657,2751.92,1937.82,1059.4,1072.6355,0.090999
2017-07-21,1370.124,1435.839,2867.016,1243.367,2752.86,1927.65,1060.18,1074.2589,0.097381
2017-07-24,1369.238,1438.055,2863.531,1243.879,2754.29,1919.96,1064.27,1072.658,0.093824
2017-07-25,1373.553,1450.387,2851.208,1244.878,2755.29,1925.72,1061.69,1070.8315,0.097941
2017-07-26,1373.53,1442.279,2858.699,1246.152,2756.68,1929.37,1062.29,1073.8247,0.112326
2017-07-27,1371.504,1433.624,2854.965,1246.062,2757.94,1936.45,1068.95,1073.6422,0.111942
2017-07-28,1369.578,1429.26,2860.274,1246.242,2758.57,1931.73,1062.97,1073.9125,0.127946
2017-07-31,1368.571,1425.144,2859.839,1246.193,2760.22,1936.91,1066.23,1074.1751,0.139418
2017-08-01,1371.89,1428.33,2868.469,1247.442,2760.72,1953.1,1069.0,1075.4068,0.155089
2017-08-02,1371.732,1412.903,2867.881,1247.519,2761.28,1952.51,1069.97,1075.7275,0.14603
2017-08-03,1368.899,1405.229,2873.309,1246.958,2761.55,1955.39,1064.07,1078.5485,0.149502
2017-08-04,1371.759,1412.321,2865.533,1246.559,2761.63,1947.62,1067.26,1076.9429,0.14892
2017-08-07,1373.846,1414.167,2867.121,1246.791,2762.94,1953.73,1075.36,1077.9158,0.179698
2017-08-08,1370.422,1410.151,2860.774,1245.961,2762.83,1948.25,1078.53,1077.9632,0.165426
2017-08-09,1369.307,1396.948,2865.085,1241.463,2762.08,1937.94,1068.92,1077.3725,0.187139
2017-08-10,1349.254,1372.544,2866.513,1237.872,2761.0,1927.41,1056.21,1076.3604,0.172346
2017-08-11,1351.327,1374.231,2866.1,1236.759,2759.7,1916.65,1042.8,1075.8681,0.151468
2017-08-14,1364.944,1394.309,2864.038,1239.411,2760.73,1924.36,1053.65,1077.6551,0.138437
2017-08-15,1363.91,1383.237,2857.829,1239.042,2759.43,1918.82,1052.51,1077.2443,0.140815
2017-08-16,1366.209,1383.534,2866.06,1240.055,2759.12,1926.26,1060.27,1079.1933,0.13549
2017-08-17,1345.139,1358.94,2870.227,1238.886,2759.12,1926.32,1063.33,1079.8591,0.133201
2017-08-18,1342.682,1357.793,2870.2,1237.208,2757.49,1916.68,1059.54,1080.111,0.133493
2017-08-21,1344.151,1356.905,2872.967,1237.669,2757.67,1917.84,1063.66,1081.1007,0.156635
2017-08-22,1357.484,1371.537,2868.095,1238.569,2757.63,1920.7,1072.52,1080.7182,0.145161
2017-08-23,1353.21,1369.739,2875.342,1239.034,2757.83,1921.7,1075.6,1081.913,0.126552
2017-08-24,1350.802,1373.875,2871.868,1240.299,2758.02,1919.54,1082.45,1082.9433,0.096418
2017-08-25,1353.123,1377.453,2876.12,1241.47,2758.45,1927.8,1085.37,1084.4428,0.073595
2017-08-28,1353.583,1382.229,2878.385,1242.753,2759.45,1930.96,1085.08,1084.7287,0.105347
2017-08-29,1354.434,1383.681,2880.234,1242.512,2759.2,1925.57,1081.23,1085.0008,0.101397
2017-08-30,1361.174,1391.324,2879.296,1243.617,2758.67,1918.77,1088.0,1086.2758,0.120742
2017-08-31,1369.615,1405.277,2884.06,1245.87,2759.0,1930.82,1087.7,1088.6936,0.141311
2017-09-01,1372.652,1413.571,2877.765,1246.5,2759.44,1938.37,1091.36,1088.1343,0.147635
2017-09-05,1361.849,1399.655,2893.537,1247.185,2760.81,1933.12,1084.93,1091.793,0.064072
2017-09-06,1365.772,1402.196,2885.383,1248.565,2761.67,1934.55,1083.18,1091.0594,0.056519
2017-09-07,1365.09,1398.674,2893.455,1248.801,2761.97,1948.88,1090.1,1093.4806,0.039672
2017-09-08,1363.428,1399.429,2892.156,1247.898,2762.25,1953.56,1091.17,1094.1246,0.028868
2017-09-11,1378.368,1414.828,2881.602,1249.031,2762.99,1965.49,1099.18,1093.0314,0.020327
2017-09-12,1383.246,1423.463,2875.993,1249.485,2762.74,1970.23,1102.26,1091.8065,0.016189
2017-09-13,1384.014,1426.894,2873.991,1249.655,2763.12,1965.15,1099.46,1091.6766,0.024656
2017-09-14,1382.527,1425.023,2876.243,1250.533,2763.05,1959.03,1099.89,1091.6861,0.031391
2017-09-15,1385.223,1431.712,2877.861,1250.583,2764.33,1964.3,1102.16,1092.028,0.019643
2017-09-18,1387.775,1441.083,2874.991,1251.983,2764.89,1966.49,1112.92,1091.8383,0.028125
2017-09-19,1389.111,1440.404,2875.758,1252.657,2765.88,1978.25,1109.63,1090.5697,0.038907
2017-09-20,1390.431,1445.42,2872.887,1253.592,2766.13,1981.49,1112.07,1088.9089,0.036126
2017-09-21,1386.245,1444.184,2874.41,1253.154,2766.73,1969.27,1108.19,1088.2361,0.046464
2017-09-22,1387.334,1450.781,2877.021,1253.339,2767.13,1977.61,1102.25,1089.7235,0.040269
2017-09-25,1384.377,1451.958,2885.324,1254.486,2768.04,1970.22,1088.26,1090.4903,0.048738
2017-09-26,1384.424,1456.863,2884.709,1255.518,2768.42,1955.99,1080.11,1090.3654,0.044703
2017-09-27,1390.223,1484.813,2871.84,1255.091,2768.69,1953.51,1078.57,1086.8653,0.053785
2017-09-28,1391.901,1488.786,2875.059,1255.982,2769.0,1963.44,1072.38,1088.0496,0.071566
2017-09-29,1396.897,1490.861,2877.175,1256.847,2769.43,1973.81,1081.72,1089.332,0.09747
2017-10-02,1402.715,1509.472,2878.448,1257.422,2770.9,1971.41,1082.97,1089.7554,0.149772
2017-10-03,1405.938,1511.967,2881.579,1257.804,2771.4,1977.9,1097.03,1090.8633,0.148616
2017-10-04,1407.724,1507.765,2882.095,1258.209,2772.51,1977.25,1101.84,1091.119,0.149982
2017-10-05,1415.354,1512.088,2879.431,1259.064,2773.41,1973.69,1102.76,1091.0575,0.142619
2017-10-06,1413.853,1510.217,2876.862,1258.802,2774.29,1972.37,1103.12,1089.6483,0.142085
2017-10-10,1414.306,1508.005,2883.264,1259.786,2776.16,1990.28,1112.53,1090.6795,0.094254
2017-10-11,1416.749,1506.925,2883.309,1260.024,2776.93,1992.53,1117.33,1091.114,0.102284
2017-10-12,1414.564,1505.164,2886.049,1259.173,2777.73,1995.67,1121.62,1092.4563,0.104186
2017-10-13,1415.666,1502.658,2893.753,1259.046,2778.27,2004.05,1125.91,1093.7914,0.116531
2017-10-16,1417.949,1502.681,2890.561,1259.997,2779.98,2004.69,1131.82,1093.2219,0.129288
2017-10-17,1418.71,1497.499,2893.148,1261.082,2781.48,1996.16,1125.66,1094.3245,0.145007
2017-10-18,1419.765,1505.144,2886.607,1262.04,2782.49,2000.93,1126.9,1094.1519,0.163375
2017-10-19,1420.226,1502.044,2890.614,1262.118,2783.27,2005.96,1116.91,1094.9603,0.165752
2017-10-20,1427.605,1509.247,2881.207,1262.592,2784.04,1997.73,1119.69,1093.0218,0.16198
2017-10-23,1421.638,1497.492,2884.731,1263.948,2785.34,1996.72,1115.9,1093.1264,0.15705
2017-10-24,1423.933,1500.42,2881.17,1263.988,2785.04,1994.8,1113.32,1092.3057,0.156091
2017-10-25,1416.937,1493.478,2875.137,1261.68,2785.21,1991.22,1114.09,1090.4892,0.167201
2017-10-26,1419.248,1497.459,2874.68,1261.571,2785.77,1992.11,1108.17,1088.7743,0.17265
2017-10-27,1430.343,1508.316,2879.438,1260.923,2785.72,1990.66,1110.22,1090.6271,0.191285
2017-10-30,1425.436,1490.899,2890.607,1261.493,2786.2,1999.96,1115.53,1093.6219,0.226279
2017-10-31,1427.4,1502.773,2889.091,1261.914,2786.36,2002.54,1119.08,1093.5031,0.239491
2017-11-01,1429.219,1492.778,2889.272,1262.592,2786.74,2009.45,1128.94,1093.8016,0.24155
2017-11-02,1429.336,1496.547,2893.506,1261.91,2787.01,2013.79,1127.31,1095.0514,0.246274
2017-11-03,1433.876,1494.91,2893.538,1261.708,2786.82,2008.53,1126.18,1091.5485,0.253119
2017-11-06,1436.008,1497.962,2896.805,1261.674,2787.36,2006.92,1131.03,1090.8487,0.272914
2017-11-07,1434.979,1479.091,2897.496,1260.683,2787.44,2007.87,1134.55,1088.1085,0.281615
2017-11-08,1437.116,1481.734,2893.772,1256.426,2787.21,2012.9,1134.68,1086.7007,0.296788
2017-11-09,1431.515,1475.019,2889.103,1251.704,2786.57,2002.55,1133.78,1085.2346,0.292205
2017-11-10,1430.572,1475.275,2874.949,1251.641,2785.68,1999.57,1128.49,1083.6825,0.285706
2017-11-13,1431.967,1475.068,2876.308,1251.336,2786.67,1985.4,1123.26,1084.4734,0.300032
2017-11-14,1428.64,1471.257,2878.555,1248.333,2786.1,1984.63,1118.32,1084.6997,0.293819
2017-11-15,1420.927,1464.095,2884.196,1244.437,2783.83,1973.83,1111.12,1085.3307,0.296348
2017-11-16,1432.748,1486.881,2881.075,1251.496,2782.8,1985.58,1125.36,1086.8455,0.29035
2017-11-17,1430.052,1492.822,2883.908,1252.17,2783.94,1986.15,1136.45,1088.4716,0.271828
2017-11-20,1432.114,1503.396,2883.498,1253.555,2784.53,1988.09,1136.1,1088.6191,0.281213
2017-11-21,1441.63,1518.89,2888.521,1255.264,2785.2,1996.05,1150.98,1089.6534,0.285002
2017-11-22,1440.681,1516.762,2895.823,1256.425,2785.41,2005.56,1156.67,1091.8639,0.266238
2017-11-24,1443.594,1519.163,2893.37,1256.983,2786.07,2022.86,1154.26,1092.1266,0.235942
2017-11-27,1442.571,1513.309,2896.152,1258.153,2787.24,2015.8,1144.33,1093.7748,0.19236
2017-11-28,1456.563,1536.433,2895.726,1257.366,2787.39,2014.71,1146.5,1094.2097,0.206825
2017-11-29,1455.904,1542.297,2888.949,1258.018,2788.16,2016.84,1141.38,1092.6212,0.204203
2017-11-30,1467.421,1544.141,2885.035,1258.528,2789.59,2020.13,1120.79,1091.8585,0.207139
2017-12-01,1464.594,1537.021,2896.609,1258.685,2790.12,2003.72,1115.94,1093.104,0.205344
2017-12-04,1462.753,1532.414,2895.262,1260.248,2791.41,2010.79,1121.95,1093.1045,0.195183
2017-12-05,1456.994,1516.761,2901.374,1260.432,2791.67,2006.34,1117.69,1094.6441,0.204237
2017-12-06,1456.306,1508.883,2904.928,1259.202,2792.43,1994.17,1101.2,1094.6998,0.200184
2017-12-07,1461.301,1520.469,2896.043,1258.635,2792.59,1997.81,1100.54,1092.7851,0.194336
2017-12-08,1469.313,1521.724,2896.145,1259.092,2793.19,2005.31,1110.78,1093.1315,0.209603
2017-12-11,1473.693,1519.84,2897.133,1259.905,2794.29,2015.01,1119.97,1093.3833,0.243909
2017-12-12,1475.381,1516.117,2896.145,1260.924,2794.86,2016.22,1112.37,1092.9794,0.258674
2017-12-13,1474.633,1524.446,2906.604,1260.53,2793.88,2019.81,1118.81,1095.091,0.254694
2017-12-14,1468.35,1506.95,2909.281,1259.772,2793.59,2016.52,1121.22,1095.082,0.250329
2017-12-15,1481.509,1530.425,2910.768,1259.34,2794.25,2007.97,1118.5,1095.7824,0.25984
2017-12-18,1490.055,1548.925,2904.313,1259.586,2795.35,2037.85,1130.39,1095.9294,0.278608
2017-12-19,1485.147,1536.75,2891.619,1259.421,2795.73,2029.07,1132.2,1094.448,0.270526
2017-12-20,1484.132,1540.076,2884.842,1259.123,2796.49,2028.64,1132.85,1093.1011,0.270244
2017-12-21,1487.232,1547.107,2891.028,1259.655,2796.74,2033.66,1134.38,1093.5171,0.277115
2017-12-22,1486.767,1542.925,2890.07,1259.71,2797.11,2032.7,1141.09,1093.4859,0.274567
2017-12-26,1485.398,1544.226,2895.902,1260.243,2798.93,2034.63,1138.63,1094.9099,0.305724
2017-12-27,1486.593,1543.937,2907.442,1261.122,2799.42,2041.29,1144.39,1096.0855,0.307574
2017-12-28,1489.534,1548.926,2905.548,1262.011,2800.06,2043.31,1153.58,1095.682,0.294298
2017-12-29,1481.806,1535.511,2909.334,1262.016,2799.89,2050.79,1158.45,1096.0681,0.279499
2018-01-02,1493.926,1550.011,2898.173,1263.88,2801.55,2055.11,1177.98,1095.4853,0.256819
2018-01-03,1503.166,1552.576,2901.817,1267.47,2802.66,2058.54,1184.21,1097.3019,0.275554
2018-01-04,1508.823,1555.724,2901.209,1270.987,2803.87,2089.16,1192.56,1098.2101,0.247376
2018-01-05,1518.971,1560.01,2898.382,1272.342,2805.39,2100.91,1201.01,1098.8516,0.246846
2018-01-08,1521.844,1561.808,2899.239,1273.07,2807.0,2099.02,1206.86,1098.8661,0.280651
2018-01-09,1523.57,1560.099,2890.003,1272.931,2808.03,2105.12,1205.14,1097.3962,0.285994
2018-01-10,1521.605,1559.801,2891.228,1269.793,2809.25,2112.06,1197.53,1096.0903,0.293483
2018-01-11,1533.063,1586.787,2897.046,1271.234,2809.72,2113.12,1197.01,1096.7796,0.288608
2018-01-12,1542.773,1591.972,2897.041,1271.481,2810.84,2126.1,1208.17,1096.6807,0.292487
2018-01-16,1536.676,1572.97,2901.029,1272.771,2812.65,2145.29,1217.87,1098.194,0.238584
2018-01-17,1550.921,1586.658,2895.424,1272.078,2813.62,2144.21,1222.62,1097.4466,0.240179
2018-01-18,1548.207,1576.729,2889.039,1270.709,2815.16,2141.65,1227.52,1096.4565,0.231089
2018-01-19,1555.809,1597.628,2883.612,1269.952,2816.64,2152.4,1232.6,1094.2748,0.231418
2018-01-22,1568.385,1605.165,2880.406,1270.753,2818.01,2160.44,1238.5,1093.7046,0.177478
2018-01-23,1572.034,1610.706,2887.005,1272.807,2819.17,2176.09,1252.39,1095.4107,0.178522
2018-01-24,1570.691,1599.611,2882.523,1273.362,2820.19,2183.41,1258.75,1094.5579,0.179147
2018-01-25,1571.343,1601.669,2892.364,1273.635,2821.72,2186.65,1263.45,1096.55,0.186468
2018-01-26,1588.978,1608.058,2887.588,1274.015,2823.13,2184.49,1273.07,1096.0401,0.20193
2018-01-29,1578.127,1598.109,2883.931,1272.478,2824.79,2171.22,1267.98,1094.2183,0.195078
2018-01-30,1561.113,1582.817,2878.693,1268.734,2826.04,2157.74,1247.63,1092.718,0.210309
2018-01-31,1561.662,1574.982,2882.748,1270.289,2827.59,2153.05,1254.59,1094.1858,0.224034
2018-02-01,1560.96,1579.866,2874.639,1268.838,2829.05,2154.32,1248.65,1092.8958,0.2228
2018-02-02,1528.275,1547.273,2861.302,1264.474,2829.62,2123.82,1230.84,1088.7474,0.228247
2018-02-05,1466.981,1491.089,2868.618,1261.663,2829.29,2087.58,1209.34,1087.9366,0.250226
2018-02-06,1491.151,1507.168,2868.127,1257.166,2827.44,2020.89,1176.18,1086.2446,0.225386
2018-02-07,1484.408,1507.969,2857.17,1261.235,2828.22,2042.54,1173.38,1086.297,0.203927
2018-02-08,1429.232,1463.793,2852.148,1254.876,2828.11,2022.67,1163.09,1081.4835,0.185653
2018-02-09,1449.682,1477.836,2847.238,1246.447,2826.29,1992.31,1142.85,1075.1218,0.170755
2018-02-12,1469.521,1490.981,2844.601,1250.54,2827.09,2011.28,1153.37,1075.89,0.156542
2018-02-13,1473.624,1494.95,2840.858,1247.166,2827.63,2014.47,1164.49,1074.5604,0.163129
2018-02-14,1493.915,1522.096,2829.938,1246.97,2826.61,2033.83,1185.33,1071.2296,0.167779
2018-02-15,1511.824,1537.197,2837.134,1253.036,2827.67,2058.66,1202.62,1074.6567,0.167034
2018-02-16,1512.358,1543.551,2840.084,1256.909,2828.21,2075.67,1199.73,1078.1236,0.167899
2018-02-20,1503.736,1529.992,2837.329,1258.053,2829.51,2065.53,1194.53,1077.465,0.134978
2018-02-21,1495.838,1531.836,2828.031,1257.685,2830.2,2062.28,1209.67,1075.983,0.134826
2018-02-22,1496.776,1529.987,2831.9,1255.382,2830.37,2057.74,1200.9,1076.062,0.131567
2018-02-23,1520.208,1549.186,2838.137,1254.864,2830.5,2065.21,1216.43,1077.2628,0.134287
2018-02-26,1537.057,1559.332,2841.194,1259.217,2831.98,2076.3,1221.08,1079.5893,0.15483
2018-02-27,1517.507,1536.474,2834.278,1258.76,2832.92,2070.37,1212.33,1079.0435,0.165964
2018-02-28,1501.231,1512.446,2839.609,1258.446,2833.21,2051.73,1195.19,1079.2784,0.189048
2018-03-01,1482.41,1507.388,2844.468,1255.923,2832.84,2022.43,1192.25,1078.9215,0.181015
2018-03-02,1490.719,1533.172,2833.693,1251.722,2832.01,2005.08,1182.06,1077.3295,0.164003
2018-03-05,1507.154,1546.048,2831.799,1254.029,2832.72,2011.7,1176.12,1078.0485,0.126183
2018-03-06,1511.916,1562.204,2835.252,1256.815,2833.34,2030.17,1193.93,1078.941,0.119888
2018-03-07,1511.714,1574.533,2832.179,1255.19,2833.98,2027.95,1189.2,1077.3921,0.111854
2018-03-08,1517.901,1571.965,2835.145,1255.609,2834.57,2036.81,1195.24,1077.7787,0.103257
2018-03-09,1543.485,1597.142,2829.757,1256.544,2835.44,2040.9,1207.23,1078.0864,0.100155
2018-03-12,1542.118,1601.056,2832.902,1256.938,2837.21,2056.9,1222.2,1079.0011,0.120796
2018-03-13,1532.476,1592.052,2834.486,1256.13,2837.8,2054.05,1223.83,1078.5719,0.124031
2018-03-14,1523.967,1584.311,2839.493,1254.876,2838.33,2046.22,1218.7,1079.3079,0.136388
2018-03-15,1522.256,1576.618,2835.882,1253.716,2838.77,2047.89,1216.24,1078.8033,0.131703
2018-03-16,1525.34,1586.048,2833.438,1254.029,2839.14,2043.59,1213.14,1078.5761,0.133963
2018-03-19,1504.288,1570.562,2833.832,1252.295,2839.53,2030.5,1203.59,1076.7182,0.142875
2018-03-20,1506.625,1570.405,2826.294,1251.891,2839.61,2026.55,1209.89,1074.8142,0.138819
2018-03-21,1504.484,1579.303,2821.216,1252.368,2840.04,2024.76,1209.62,1074.9604,0.12798
2018-03-22,1466.92,1543.872,2829.12,1250.687,2839.92,2015.98,1196.73,1075.8143,0.126266
2018-03-23,1436.718,1510.083,2827.155,1249.377,2839.6,1989.61,1172.1,1073.7401,0.109363
2018-03-26,1474.815,1543.717,2826.04,1249.586,2840.38,1989.65,1182.28,1074.0034,0.084968
2018-03-27,1449.362,1513.566,2835.897,1250.945,2840.49,2011.22,1185.18,1077.147,0.075029
2018-03-28,1445.108,1513.031,2837.596,1249.833,2840.22,2001.8,1162.67,1077.3648,0.079292
2018-03-29,1464.867,1529.427,2845.409,1250.446,2840.4,2002.24,1169.27,1079.8943,0.085843
2018-04-02,1432.048,1492.531,2847.493,1249.403,2841.03,2005.39,1169.43,1079.9991,0.052249
2018-04-03,1449.796,1512.155,2839.353,1249.793,2840.83,1992.24,1170.15,1079.9212,0.06176
2018-04-04,1466.24,1531.665,2838.789,1249.921,2840.66,1988.75,1155.64,1080.1871,0.049586
2018-04-05,1476.417,1542.927,2834.572,1254.35,2841.44,2014.2,1166.48,1081.3666,0.026345
2018-04-06,1444.583,1513.297,2845.921,1254.601,2841.56,2013.31,1161.97,1082.9505,0.007508
2018-04-09,1448.774,1514.463,2846.51,1256.042,2843.04,2024.29,1163.07,1081.3124,-0.003554
2018-04-10,1472.98,1543.433,2846.845,1259.653,2843.9,2044.09,1175.32,1080.0146,-0.02204
2018-04-11,1465.448,1546.805,2848.651,1260.627,2844.36,2041.2,1175.53,1080.2736,-0.019413
2018-04-12,1476.962,1557.326,2842.898,1262.653,2845.38,2037.43,1176.88,1080.1811,-0.014682
2018-04-13,1472.416,1549.509,2844.015,1264.985,2846.26,2042.41,1170.09,1079.8418,-0.006765
2018-04-16,1484.505,1563.033,2845.302,1266.819,2848.02,2043.58,1163.25,1079.1882,0.012997
2018-04-17,1500.333,1579.802,2849.396,1269.029,2849.31,2050.6,1164.36,1079.2001,0.019231
2018-04-18,1502.009,1583.562,2839.018,1269.541,2850.23,2065.01,1176.14,1078.5202,0.007318
2018-04-19,1493.453,1573.818,2828.333,1264.764,2850.84,2064.24,1184.13,1075.9704,0.012663
2018-04-20,1481.177,1564.124,2821.421,1263.494,2851.05,2050.72,1168.24,1073.5512,0.005042
2018-04-23,1481.0,1562.12,2818.665,1261.372,2852.21,2044.82,1158.26,1071.685,0.010089
2018-04-24,1461.756,1553.281,2815.535,1258.902,2852.51,2047.81,1154.21,1071.6333,0.020139
2018-04-25,1463.955,1550.467,2806.64,1255.106,2851.98,2030.72,1140.27,1068.3496,0.017466
2018-04-26,1478.729,1557.895,2811.811,1258.024,2851.81,2036.38,1144.34,1068.5943,0.011556
2018-04-27,1480.044,1556.236,2818.23,1258.761,2851.84,2042.83,1156.3,1068.673,0.030387
2018-04-30,1468.279,1541.884,2821.48,1258.996,2852.93,2043.66,1164.43,1068.8702,0.052518
2018-05-01,1471.936,1550.342,2812.074,1257.31,2852.75,2029.62,1162.48,1066.1285,0.048636
2018-05-02,1461.839,1554.914,2812.544,1258.61,2853.06,2032.72,1151.44,1062.9308,0.048357
2018-05-03,1458.5,1546.558,2813.802,1257.427,2853.13,2026.73,1137.85,1060.3191,0.045504
2018-05-04,1477.39,1565.603,2812.604,1258.132,2852.98,2031.2,1136.17,1059.3961,0.046991
2018-05-07,1483.098,1578.948,2812.395,1259.819,2853.58,2037.31,1139.55,1059.2203,0.059126
2018-05-08,1483.136,1586.392,2809.292,1259.369,2853.68,2033.96,1142.66,1055.1607,0.068507
2018-05-09,1497.081,1596.053,2805.002,1259.864,2853.71,2039.15,1143.76,1052.4018,0.067725
2018-05-10,1510.455,1603.713,2812.057,1261.1,2853.97,2043.79,1156.55,1058.5936,0.047828
2018-05-11,1512.73,1606.792,2815.271,1261.618,2854.34,2059.94,1164.49,1060.9037,0.046313
2018-05-14,1513.791,1600.344,2814.336,1262.441,2855.6,2066.8,1168.9,1060.7728,0.055104
2018-05-15,1503.907,1600.34,2798.938,1260.13,2855.95,2048.76,1150.27,1055.7293,0.058537
2018-05-16,1510.12,1616.367,2797.48,1259.421,2856.4,2041.88,1155.1,1056.5554,0.04897
2018-05-17,1509.181,1625.29,2793.909,1259.522,2856.78,2050.45,1144.07,1054.9817,0.048592
2018-05-18,1505.702,1626.629,2800.194,1259.018,2857.24,2047.36,1137.75,1053.8246,0.041661
2018-05-21,1516.876,1637.442,2800.856,1259.277,2858.49,2048.58,1136.49,1053.6241,0.056074
2018-05-22,1511.665,1625.237,2801.083,1259.875,2857.95,2053.91,1142.05,1056.2887,0.037286
2018-05-23,1516.286,1627.609,2809.78,1258.684,2857.24,2029.27,1133.1,1058.8665,0.022982
2018-05-24,1513.575,1628.222,2815.486,1259.296,2857.03,2023.03,1135.06,1061.2609,0.01617
2018-05-25,1510.268,1626.928,2822.678,1258.789,2857.3,2014.52,1136.62,1063.3616,0.012351
2018-05-29,1493.926,1623.649,2844.913,1256.442,2857.56,1982.09,1126.25,1065.492,0.014073
2018-05-30,1512.791,1647.989,2830.994,1257.743,2857.17,1981.98,1112.75,1063.2463,-0.00669
2018-05-31,1502.307,1633.609,2834.179,1258.806,2857.74,1986.17,1120.71,1061.072,-0.016904
2018-06-01,1518.113,1647.983,2822.763,1259.863,2858.33,1992.4,1130.22,1057.6097,-0.029945
2018-06-04,1525.384,1653.37,2817.477,1261.473,2860.14,2009.94,1146.74,1058.5243,-0.051827
2018-06-05,1526.914,1664.625,2819.687,1262.544,2861.21,2000.91,1144.44,1059.1696,-0.063786
2018-06-06,1540.077,1675.949,2809.292,1263.553,2862.26,2014.79,1150.17,1056.8928,-0.068391
2018-06-07,1538.854,1667.775,2816.911,1265.267,2862.78,2021.08,1149.68,1056.7515,-0.067118
2018-06-08,1543.877,1672.49,2815.5,1265.035,2863.14,2010.49,1135.39,1055.9321,-0.054224
2018-06-11,1545.408,1674.678,2811.99,1266.635,2864.32,2023.54,1139.46,1055.0275,-0.056979
2018-06-12,1548.457,1682.299,2812.75,1267.745,2864.62,2019.42,1140.64,1053.1392,-0.051268
2018-06-13,1541.954,1676.537,2809.989,1268.903,2864.98,2019.46,1135.68,1052.0352,-0.040032
2018-06-14,1545.83,1684.725,2816.221,1270.376,2864.77,2015.24,1125.71,1053.2034,-0.033053
2018-06-15,1544.427,1683.908,2819.342,1270.509,2864.51,2000.09,1113.76,1052.4014,-0.030791
