,US Large Cap Equities,US Small Cap Equities,US Investment Grade Bonds,US High Yield Bonds,US Bank Loans,Developed Country Equities,Emerging Market Equities,Emerging Market Debt,Sentiment Score
2016-06-07,1170.521,1179.973,2737.102,1089.433,2556.2,1693.07,835.9,992.6685,0.115277
2016-06-08,1174.369,1188.954,2740.571,1093.799,2557.67,1697.11,842.38,995.2335,0.125941
2016-06-09,1172.031,1181.202,2745.646,1093.689,2559.41,1675.32,837.03,994.7004,0.125412
2016-06-10,1160.362,1163.931,2750.259,1090.817,2559.96,1640.92,823.82,993.3928,0.112005
2016-06-13,1151.006,1150.699,2751.727,1088.439,2560.75,1609.73,809.46,991.8012,0.089103
2016-06-14,1148.643,1147.823,2748.028,1082.655,2558.72,1576.22,803.06,989.1069,0.083763
2016-06-15,1147.13,1149.302,2750.133,1084.386,2557.26,1589.69,808.19,990.3,0.082258
2016-06-16,1150.178,1148.191,2753.112,1079.688,2554.97,1568.83,799.78,990.7694,0.059143
2016-06-17,1146.893,1144.698,2746.287,1082.918,2554.49,1595.33,806.22,991.06,0.046356
2016-06-20,1154.093,1157.701,2743.651,1090.469,2556.2,1653.19,821.17,994.2285,-0.043401
2016-06-21,1156.803,1153.871,2741.369,1090.076,2556.64,1659.04,825.35,994.5157,-0.043067
2016-06-22,1154.736,1148.971,2744.631,1092.697,2557.17,1661.48,829.33,996.1295,-0.046322
2016-06-23,1170.569,1172.222,2738.96,1096.349,2558.09,1687.04,835.43,998.5149,-0.041653
2016-06-24,1128.037,1127.538,2752.431,1084.374,2549.17,1567.26,805.87,995.8287,-0.046308
2016-06-27,1106.461,1089.646,2770.325,1078.123,2545.05,1520.94,794.56,996.8415,-0.069915
2016-06-28,1126.442,1107.298,2771.378,1081.062,2545.2,1546.73,805.24,1000.9196,-0.071643
2016-06-29,1145.951,1131.617,2773.692,1089.277,2548.91,1593.67,821.82,1007.2544,-0.071053
2016-06-30,1161.573,1151.923,2773.909,1092.664,2551.91,1608.45,834.1,1008.878,-0.07659
2016-07-01,1164.121,1156.77,2783.384,1096.837,2553.86,1620.63,839.25,1013.0778,-0.075052
2016-07-05,1155.604,1139.453,2802.809,1098.191,2556.02,1599.17,831.68,1017.1111,-0.05683
2016-07-06,1161.789,1147.333,2801.188,1098.135,2556.8,1573.3,819.19,1016.6193,-0.072228
2016-07-07,1161.237,1149.756,2804.756,1102.771,2559.01,1583.06,826.99,1017.9034,-0.074353
2016-07-08,1179.152,1177.36,2812.493,1108.318,2560.85,1592.1,828.84,1020.7592,-0.064099
2016-07-11,1183.431,1190.033,2807.871,1115.461,2564.38,1618.64,846.73,1023.5596,-0.035283
2016-07-12,1191.831,1205.888,2798.782,1121.689,2567.39,1636.87,854.08,1023.1081,-0.05134
2016-07-13,1191.624,1201.161,2808.53,1118.937,2571.61,1645.85,856.36,1024.4404,-0.054611
2016-07-14,1197.505,1202.171,2800.162,1121.681,2573.93,1654.42,865.93,1023.6653,-0.052143
2016-07-15,1196.541,1205.309,2791.552,1121.389,2575.91,1650.14,867.84,1022.4932,-0.039124
2016-07-18,1199.353,1207.906,2793.642,1121.628,2578.36,1652.81,870.13,1022.2803,-0.030486
2016-07-19,1197.501,1200.445,2798.679,1121.899,2581.0,1643.42,868.12,1023.6746,-0.038283
2016-07-20,1202.914,1209.745,2796.19,1123.338,2582.93,1653.6,870.76,1022.8784,-0.021947
2016-07-21,1198.611,1203.86,2798.995,1124.406,2584.33,1657.14,871.17,1022.3223,-0.024302
2016-07-22,1204.289,1212.889,2800.121,1124.661,2585.92,1650.2,869.3,1023.1715,-0.014334
2016-07-25,1200.7,1209.822,2799.946,1124.914,2587.49,1651.81,869.1,1022.8554,0.006933
2016-07-26,1201.654,1216.859,2799.631,1122.697,2587.82,1655.44,870.72,1020.8308,0.018315
2016-07-27,1199.787,1218.927,2807.198,1122.196,2588.73,1660.26,874.05,1021.8221,0.03361
2016-07-28,1202.113,1217.325,2806.426,1121.027,2587.77,1658.16,875.52,1022.5707,0.029754
2016-07-29,1204.431,1219.942,2813.84,1120.05,2587.72,1689.12,873.47,1024.181,0.036496
2016-08-01,1202.664,1219.125,2806.93,1119.728,2588.4,1682.28,882.55,1023.7717,0.074186
2016-08-02,1194.42,1202.349,2797.717,1117.512,2588.74,1671.01,876.77,1022.1241,0.074924
2016-08-03,1198.625,1212.725,2796.03,1118.136,2589.0,1653.5,868.18,1021.5881,0.082034
2016-08-04,1198.945,1213.759,2804.63,1122.523,2589.21,1663.5,876.04,1025.2552,0.0702
2016-08-05,1208.925,1231.299,2794.175,1126.164,2589.96,1665.32,885.52,1026.0418,0.076041
2016-08-08,1207.955,1230.422,2797.411,1129.029,2592.35,1675.0,895.53,1028.3749,0.097592
2016-08-09,1208.59,1231.745,2806.89,1132.987,2593.82,1694.98,899.79,1030.7438,0.100378
2016-08-10,1205.041,1223.275,2814.562,1133.834,2595.16,1699.65,902.99,1033.4667,0.114249
2016-08-11,1210.546,1229.116,2804.187,1134.281,2596.05,1708.32,907.6,1032.2324,0.108838
2016-08-12,1209.626,1229.82,2814.522,1135.34,2596.17,1710.73,910.08,1034.9431,0.113952
2016-08-15,1213.547,1241.864,2810.688,1137.816,2597.31,1710.74,915.86,1036.9314,0.131636
2016-08-16,1206.413,1231.129,2807.809,1139.485,2597.83,1704.21,915.6,1037.7393,0.144855
2016-08-17,1208.112,1227.682,2812.375,1139.786,2598.37,1701.33,909.67,1037.8119,0.153264
2016-08-18,1211.196,1236.849,2818.276,1140.973,2598.68,1707.9,916.4,1039.7914,0.16165
2016-08-19,1209.498,1236.769,2813.158,1141.131,2599.17,1699.76,910.34,1038.5538,0.171285
2016-08-22,1209.107,1239.744,2821.972,1141.534,2600.31,1702.3,904.22,1038.6468,0.198612
2016-08-23,1211.834,1248.581,2822.576,1143.328,2601.13,1711.62,906.5,1039.5246,0.193487
2016-08-24,1205.122,1237.25,2822.444,1143.739,2602.3,1709.15,896.75,1038.587,0.185195
2016-08-25,1203.909,1240.005,2819.004,1143.46,2603.29,1702.17,898.1,1037.2542,0.172577
2016-08-26,1201.738,1238.031,2810.139,1144.111,2603.57,1702.43,901.39,1037.1589,0.170337
2016-08-29,1208.097,1244.943,2824.452,1144.868,2604.88,1688.25,895.97,1039.5034,0.173497
2016-08-30,1205.909,1246.03,2822.441,1145.96,2606.6,1688.95,898.92,1039.6993,0.168923
2016-08-31,1203.055,1239.907,2821.851,1145.215,2607.85,1685.57,893.68,1038.4334,0.156617
2016-09-01,1203.303,1239.804,2821.815,1144.544,2608.69,1694.5,891.08,1036.6336,0.141693
2016-09-02,1208.939,1251.831,2816.28,1145.366,2609.8,1709.97,899.61,1037.175,0.131796
2016-09-06,1212.405,1253.37,2825.998,1147.754,2612.5,1729.51,923.45,1041.6481,0.143741
2016-09-07,1212.782,1261.008,2825.468,1148.757,2613.09,1734.72,926.04,1044.2783,0.143443
2016-09-08,1209.94,1258.359,2810.701,1149.36,2615.02,1732.92,927.29,1043.2234,0.126388
2016-09-09,1179.835,1219.21,2798.692,1144.928,2615.98,1707.27,909.32,1037.3802,0.118891
2016-09-12,1196.808,1235.871,2797.616,1142.511,2615.83,1689.24,889.41,1035.1325,0.121142
2016-09-13,1178.705,1212.32,2784.927,1138.972,2615.83,1677.36,886.01,1032.3532,0.121688
2016-09-14,1177.967,1211.591,2791.271,1138.65,2616.08,1672.74,885.14,1029.6732,0.129134
2016-09-15,1189.815,1227.023,2788.708,1138.883,2617.13,1676.17,888.98,1029.6112,0.128903
2016-09-16,1185.398,1224.779,2789.752,1137.61,2617.98,1664.77,885.45,1028.4911,0.131424
2016-09-19,1186.026,1232.526,2792.281,1139.09,2619.61,1681.46,897.68,1029.7341,0.108918
2016-09-20,1185.943,1228.33,2794.883,1139.65,2620.13,1681.39,898.82,1030.7273,0.100997
2016-09-21,1198.974,1245.04,2798.727,1141.313,2621.45,1699.17,905.65,1031.9223,0.089714
2016-09-22,1207.3,1263.438,2808.569,1147.629,2623.52,1728.08,920.92,1041.5785,0.089505
2016-09-23,1200.467,1254.623,2812.47,1147.868,2624.71,1716.74,917.5,1041.3662,0.086643
2016-09-26,1190.645,1240.938,2815.321,1146.902,2625.83,1701.61,905.49,1039.2667,0.089833
2016-09-27,1197.644,1246.381,2820.491,1146.527,2626.97,1699.95,911.13,1040.4915,0.076898
2016-09-28,1204.261,1255.666,2819.697,1148.336,2627.96,1698.9,912.19,1041.742,0.076142
2016-09-29,1192.894,1237.751,2822.526,1150.943,2629.01,1706.64,913.39,1041.0834,0.071919
2016-09-30,1202.251,1251.646,2813.724,1152.624,2630.38,1701.69,903.46,1040.4327,0.066966
2016-10-03,1198.308,1245.784,2813.16,1153.904,2631.78,1703.01,911.61,1041.8217,0.071416
2016-10-04,1192.345,1239.778,2803.48,1155.205,2632.02,1704.84,915.61,1040.4042,0.060971
2016-10-05,1197.439,1248.371,2799.576,1156.715,2633.82,1701.4,915.26,1039.5793,0.05833
2016-10-06,1197.438,1246.239,2798.353,1157.386,2634.67,1694.91,917.04,1039.0062,0.059816
2016-10-07,1193.313,1236.559,2799.823,1157.754,2635.87,1688.4,914.81,1038.1326,0.057635
2016-10-11,1183.903,1227.623,2797.843,1158.301,2638.16,1677.74,905.57,1037.3474,0.074783
2016-10-12,1185.22,1227.226,2796.467,1157.877,2638.78,1662.27,902.74,1036.2906,0.076705
2016-10-13,1181.584,1215.75,2804.194,1156.607,2639.45,1654.37,890.65,1037.0861,0.06545
2016-10-14,1181.542,1212.408,2794.227,1158.653,2640.77,1664.72,897.03,1035.846,0.066135
2016-10-17,1178.137,1210.136,2800.933,1159.325,2642.62,1656.98,894.71,1035.4449,0.054329
2016-10-18,1185.438,1217.3,2805.298,1161.864,2643.5,1673.8,908.55,1035.5183,0.059407
2016-10-19,1188.302,1222.642,2807.032,1164.429,2645.1,1680.4,913.35,1036.9642,0.065788
2016-10-20,1186.408,1219.787,2809.11,1165.903,2646.95,1679.83,913.38,1039.5265,0.061299
2016-10-21,1186.302,1218.096,2809.455,1165.758,2648.05,1672.45,911.24,1040.2596,0.059027
2016-10-24,1191.911,1226.448,2805.919,1167.057,2649.55,1672.93,918.4,1041.4091,0.082256
2016-10-25,1186.789,1216.104,2806.889,1167.118,2650.53,1670.87,918.25,1041.6301,0.108842
2016-10-26,1184.376,1204.749,2799.468,1164.357,2650.85,1672.41,910.58,1038.5134,0.107667
2016-10-27,1180.219,1189.947,2789.976,1162.035,2650.95,1667.18,905.31,1035.1264,0.102099
2016-10-28,1176.982,1187.613,2788.012,1159.677,2651.16,1665.62,903.5,1033.1067,0.097812
2016-10-31,1177.456,1191.388,2790.434,1156.226,2652.09,1665.72,905.09,1033.729,0.112939
2016-11-01,1169.298,1177.943,2792.06,1151.57,2650.98,1665.31,902.58,1032.5992,0.110039
2016-11-02,1161.077,1162.525,2792.228,1147.739,2648.77,1655.89,890.21,1031.4389,0.092681
2016-11-03,1156.078,1156.885,2788.022,1147.788,2646.69,1652.61,884.93,1031.4123,0.086058
2016-11-04,1154.659,1163.439,2792.399,1146.557,2646.27,1639.26,880.12,1031.5798,0.101774
2016-11-07,1180.009,1192.252,2788.836,1152.728,2646.48,1647.75,894.77,1033.6729,0.126569
2016-11-08,1184.376,1195.144,2784.593,1152.311,2646.91,1652.93,902.45,1035.7702,0.138649
2016-11-09,1197.998,1232.162,2750.292,1149.258,2645.63,1636.07,880.15,1025.7266,0.146044
2016-11-10,1200.003,1251.608,2745.583,1146.018,2647.17,1645.7,875.63,1015.7846,0.163027
2016-11-14,1200.665,1298.595,2728.12,1135.516,2647.62,1627.39,838.96,996.1503,0.237099
2016-11-15,1209.534,1302.144,2728.618,1141.485,2648.46,1629.81,841.49,1003.3696,0.240028
2016-11-16,1207.735,1302.2,2732.944,1141.996,2648.67,1624.35,847.15,1004.2753,0.24203
2016-11-17,1213.716,1309.484,2723.853,1143.927,2649.35,1632.66,847.19,1004.3852,0.237496
2016-11-18,1210.991,1315.642,2714.252,1142.247,2650.25,1614.17,844.53,1000.2112,0.254649
2016-11-21,1219.991,1322.234,2713.388,1144.436,2652.46,1625.14,847.4,1001.2232,0.279562
2016-11-22,1222.904,1334.341,2715.572,1148.266,2653.98,1625.78,857.45,1002.2328,0.279981
2016-11-23,1224.334,1342.094,2711.358,1148.578,2654.39,1615.72,855.92,1000.7997,0.28872
2016-11-25,1229.111,1347.203,2710.705,1148.912,2655.04,1634.44,855.78,1000.1904,0.279834
2016-11-28,1222.133,1329.828,2719.426,1150.538,2657.13,1628.23,863.17,1002.2894,0.299956
2016-11-29,1223.708,1328.219,2723.819,1149.872,2657.31,1631.61,858.47,1002.5546,0.294696
2016-11-30,1220.677,1322.339,2715.674,1151.666,2659.11,1629.67,862.83,1001.9254,0.307105
2016-12-01,1216.059,1313.803,2705.684,1151.777,2660.68,1630.99,858.41,998.068,0.311534
2016-12-02,1216.543,1314.253,2714.25,1152.537,2662.5,1630.61,853.07,999.0523,0.310704
2016-12-05,1224.191,1337.786,2716.408,1155.239,2665.34,1637.16,853.97,1001.4773,0.326281
2016-12-06,1229.102,1352.668,2715.323,1158.84,2667.61,1653.06,861.49,1003.9145,0.316605
2016-12-07,1244.867,1364.506,2725.012,1163.625,2670.86,1672.71,867.61,1008.1699,0.312497
2016-12-08,1248.229,1386.368,2718.858,1165.359,2672.25,1675.19,879.32,1008.0581,0.3122
2016-12-09,1254.65,1388.073,2708.545,1167.397,2672.54,1677.89,877.85,1006.7366,0.315373
2016-12-12,1252.416,1373.142,2708.816,1169.311,2675.5,1681.67,872.24,1006.3798,0.33097
2016-12-13,1260.057,1373.534,2711.451,1170.955,2676.5,1698.42,877.2,1007.6126,0.319445
2016-12-14,1249.455,1356.024,2707.572,1170.955,2679.0,1695.91,872.76,1007.4779,0.327417
2016-12-15,1254.163,1366.414,2702.506,1166.259,2680.27,1664.36,858.65,1002.9071,0.329354
2016-12-16,1252.211,1364.189,2699.247,1165.843,2681.55,1668.6,856.4,1003.5076,0.32422
2016-12-19,1254.843,1371.684,2709.804,1167.062,2683.21,1674.45,851.13,1005.9484,0.288489
2016-12-20,1259.578,1383.956,2706.434,1167.69,2683.77,1670.71,851.31,1006.3253,0.274661
2016-12-21,1256.355,1375.193,2711.914,1168.89,2684.68,1674.08,851.17,1008.2186,0.25614
2016-12-22,1253.432,1362.659,2712.122,1169.794,2685.3,1674.36,842.51,1008.3369,0.253299
2016-12-23,1255.273,1371.51,2714.951,1170.797,2685.71,1674.56,841.6,1008.8078,0.269406
2016-12-27,1258.169,1377.707,2711.898,1172.39,2687.38,1672.29,844.66,1009.4293,0.255402
2016-12-28,1247.431,1360.825,2721.623,1173.15,2688.3,1669.42,851.18,1011.0708,0.248536
2016-12-29,1247.227,1363.177,2726.377,1173.806,2688.8,1675.3,858.44,1011.9799,0.256751
2016-12-30,1241.658,1357.13,2732.629,1174.307,2689.41,1684.0,862.27,1013.3249,0.253478
2017-01-03,1252.108,1365.492,2733.81,1177.471,2691.96,1676.93,868.44,1014.2699,0.273914
2017-01-04,1260.755,1387.954,2735.99,1181.768,2693.15,1698.87,871.45,1016.1547,0.284906
2017-01-05,1259.317,1371.936,2751.073,1184.474,2694.87,1721.77,881.72,1021.4072,0.293188
2017-01-06,1263.481,1367.281,2742.95,1185.209,2696.58,1713.87,881.11,1021.687,0.309643
2017-01-09,1258.878,1357.491,2749.83,1185.75,2698.18,1708.56,878.44,1022.7856,0.311322
2017-01-10,1259.525,1370.904,2749.056,1187.019,2697.61,1714.76,885.7,1022.7072,0.300836
2017-01-11,1262.993,1373.3,2750.528,1186.428,2698.3,1703.2,886.73,1021.0968,0.300236
2017-01-12,1260.175,1361.066,2751.795,1186.108,2699.38,1722.24,896.64,1023.2986,0.276147
2017-01-13,1262.948,1372.047,2749.458,1186.931,2700.17,1727.83,895.98,1023.9043,0.272768
2017-01-17,1258.65,1352.324,2759.64,1187.54,2701.66,1722.22,894.87,1028.1126,0.315521
2017-01-18,1261.269,1358.556,2748.834,1187.073,2701.39,1725.01,897.89,1026.2928,0.324685
2017-01-19,1256.599,1345.744,2738.947,1185.959,2702.33,1712.23,894.52,1022.377,0.327234
2017-01-20,1260.699,1351.848,2738.931,1185.285,2702.32,1719.58,893.28,1022.2497,0.32136
2017-01-23,1257.459,1347.836,2750.585,1185.169,2702.48,1723.68,902.14,1025.1388,0.319565
2017-01-24,1266.445,1369.21,2739.859,1186.442,2702.97,1725.34,908.63,1024.2274,0.31829
2017-01-25,1276.398,1382.437,2732.459,1189.11,2703.77,1741.71,912.16,1022.763,0.312796
2017-01-26,1275.296,1375.595,2736.539,1190.129,2704.32,1739.53,916.73,1023.5547,0.302291
2017-01-27,1273.78,1370.704,2741.802,1191.115,2704.87,1741.72,915.92,1025.1906,0.30157
2017-01-30,1265.825,1352.333,2740.601,1190.47,2705.75,1730.4,913.09,1025.3756,0.302812
2017-01-31,1265.351,1361.824,2743.871,1190.088,2704.91,1732.38,909.23,1026.003,0.291632
2017-02-01,1265.458,1361.228,2739.817,1191.499,2704.13,1734.66,913.0,1026.5272,0.284777
2017-02-02,1266.419,1357.432,2741.378,1192.623,2703.95,1736.42,915.21,1028.7725,0.288456
2017-02-03,1276.055,1377.837,2739.171,1195.366,2704.12,1741.84,918.87,1030.4708,0.288639
2017-02-06,1273.351,1366.66,2752.188,1196.463,2705.28,1730.56,922.99,1033.6334,0.321482
2017-02-07,1273.341,1361.061,2756.132,1196.824,2705.5,1727.46,919.8,1033.2497,0.322093
2017-02-08,1274.351,1358.737,2762.647,1195.56,2705.67,1737.66,921.68,1034.5772,0.318603
2017-02-09,1282.035,1378.526,2754.312,1195.665,2705.71,1734.2,925.57,1034.7294,0.312072
2017-02-10,1286.617,1388.844,2753.221,1196.576,2705.77,1741.28,930.16,1035.846,0.310259
2017-02-13,1293.114,1392.378,2751.514,1198.027,2707.03,1749.06,935.45,1037.1836,0.306731
2017-02-14,1298.21,1396.651,2747.232,1198.615,2707.57,1737.95,934.08,1037.1825,0.310012
2017-02-15,1304.501,1404.207,2742.969,1199.26,2708.93,1749.0,941.78,1034.6836,0.313271
2017-02-16,1303.235,1399.133,2752.158,1199.262,2709.63,1759.39,945.62,1035.8943,0.31036
2017-02-17,1305.459,1399.862,2756.341,1198.939,2709.99,1754.94,939.03,1035.7707,0.3048
2017-02-21,1313.483,1410.344,2757.317,1202.005,2712.19,1753.95,945.64,1037.6288,0.323431
2017-02-22,1311.736,1403.855,2759.095,1203.708,2713.4,1757.43,950.95,1039.5345,0.315636
2017-02-23,1311.556,1394.623,2764.494,1205.602,2714.4,1764.17,952.12,1041.504,0.317206
2017-02-24,1313.536,1394.525,2777.145,1205.734,2715.71,1750.52,943.52,1043.204,0.313166
2017-02-27,1315.49,1407.97,2771.402,1207.584,2717.67,1749.63,940.32,1042.704,0.333799
2017-02-28,1311.344,1386.684,2774.906,1208.659,2718.48,1753.09,936.37,1043.2559,0.335266
2017-03-01,1328.968,1413.635,2758.272,1211.779,2720.02,1760.15,938.47,1040.4755,0.336085
2017-03-02,1320.693,1395.668,2755.955,1211.21,2721.42,1758.48,936.37,1039.6102,0.332646
2017-03-03,1321.613,1394.127,2757.089,1209.549,2721.97,1757.25,931.07,1039.9382,0.332475
2017-03-06,1316.907,1384.245,2756.621,1207.402,2723.16,1757.41,934.42,1040.4538,0.331502
2017-03-07,1312.703,1374.876,2752.039,1203.76,2723.61,1752.68,936.5,1040.5616,0.325159
2017-03-08,1309.439,1366.039,2743.485,1199.635,2723.95,1746.18,934.9,1036.6147,0.3095
2017-03-09,1309.932,1360.119,2732.701,1194.144,2723.47,1747.86,922.94,1031.7241,0.299214
2017-03-10,1314.26,1365.265,2735.507,1194.745,2723.01,1763.9,926.14,1033.046,0.291194
2017-03-13,1314.978,1370.285,2731.805,1192.128,2723.48,1772.27,938.5,1033.0135,0.284863
2017-03-14,1310.48,1362.379,2732.378,1187.239,2722.64,1765.06,939.97,1031.1342,0.271645
2017-03-15,1321.898,1382.83,2747.25,1192.009,2722.1,1768.55,943.52,1034.941,0.267728
2017-03-16,1320.044,1386.029,2746.147,1197.608,2722.68,1796.8,963.2,1037.8764,0.268922
2017-03-17,1318.61,1391.524,2749.989,1197.428,2722.2,1798.96,965.57,1039.2293,0.26608
2017-03-20,1315.601,1384.096,2755.364,1196.505,2722.17,1799.12,972.35,1041.0246,0.260012
2017-03-21,1298.368,1346.546,2761.934,1194.701,2721.29,1800.33,973.08,1042.5379,0.251422
2017-03-22,1300.782,1345.598,2767.627,1190.976,2719.25,1784.8,966.97,1042.6272,0.241591
2017-03-23,1299.753,1353.425,2765.394,1192.879,2718.84,1793.0,967.92,1043.5388,0.23869
2017-03-24,1298.807,1354.642,2769.594,1194.949,2718.59,1797.68,969.13,1045.4148,0.23887
2017-03-27,1297.608,1357.321,2773.641,1193.929,2717.35,1797.84,965.71,1046.609,0.240805
2017-03-28,1307.111,1367.261,2768.607,1197.177,2717.56,1812.06,970.32,1046.7675,0.226832
2017-03-29,1308.747,1371.645,2773.411,1201.547,2717.39,1802.03,971.86,1047.7329,0.238724
2017-03-30,1312.612,1382.345,2769.06,1205.04,2718.5,1802.11,969.47,1047.576,0.226277
2017-03-31,1310.064,1385.92,2771.491,1206.123,2720.67,1792.98,958.37,1046.5866,0.225545
2017-04-03,1307.448,1369.668,2779.402,1206.452,2722.04,1786.04,965.15,1047.7805,0.235775
2017-04-04,1308.138,1368.175,2778.394,1206.314,2722.5,1786.67,965.17,1048.0606,0.222103
2017-04-05,1303.572,1352.143,2778.142,1208.756,2723.27,1785.58,969.22,1049.0236,0.208426
2017-04-06,1306.849,1364.426,2780.916,1208.662,2724.25,1780.45,963.29,1050.0011,0.200705
2017-04-07,1305.798,1364.563,2776.968,1209.597,2724.85,1780.11,961.61,1049.5018,0.201599
2017-04-10,1307.035,1367.085,2780.345,1210.691,2725.77,1780.17,958.0,1050.0564,0.202188
2017-04-11,1305.712,1376.946,2791.273,1210.238,2726.29,1786.97,954.44,1051.3661,0.192242
2017-04-12,1300.213,1359.199,2791.595,1209.596,2726.64,1785.4,958.2,1051.5891,0.178566
2017-04-13,1291.265,1345.244,2801.527,1209.398,2727.03,1779.86,962.85,1053.6803,0.186851
2017-04-17,1302.558,1361.18,2798.057,1209.584,2728.84,1787.58,962.71,1053.9695,0.198826
2017-04-18,1299.085,1361.894,2810.07,1209.097,2729.38,1774.47,957.7,1055.8625,0.193331
2017-04-19,1297.296,1367.133,2806.312,1210.546,2729.46,1774.81,952.92,1055.9785,0.193434
2017-04-20,1307.138,1384.15,2800.796,1210.814,2729.15,1783.67,958.45,1055.4606,0.189026
2017-04-21,1303.245,1379.854,2801.857,1211.599,2728.84,1780.77,961.78,1056.5872,0.16661
2017-04-24,1317.186,1397.942,2797.781,1214.693,2729.93,1825.77,971.36,1057.5669,0.165994
2017-04-25,1325.202,1411.077,2789.743,1216.398,2730.6,1836.11,982.65,1056.9948,0.161737
2017-04-26,1324.831,1419.431,2793.137,1217.883,2731.43,1839.04,982.53,1057.2324,0.166847
2017-04-27,1325.72,1417.127,2795.916,1218.019,2731.5,1835.96,979.66,1057.8489,0.181016
2017-04-28,1322.438,1400.428,2798.539,1219.367,2731.85,1833.7,977.96,1059.6214,0.182757
2017-05-01,1324.995,1407.362,2791.275,1219.937,2732.62,1838.76,979.76,1058.7754,0.211934
2017-05-02,1326.244,1399.362,2798.223,1221.049,2733.37,1846.51,988.19,1060.5025,0.2229
2017-05-03,1323.859,1390.922,2799.217,1221.138,2733.7,1844.03,985.74,1061.1773,0.222902
2017-05-04,1324.047,1388.846,2791.864,1218.298,2734.04,1853.24,980.07,1058.6985,0.207703
2017-05-05,1330.232,1396.995,2793.208,1217.614,2733.8,1864.91,978.27,1057.9319,0.206505
2017-05-08,1329.677,1391.639,2790.757,1218.31,2734.52,1866.94,985.11,1058.1832,0.226842
2017-05-09,1328.465,1391.864,2787.573,1219.54,2735.36,1860.67,990.6,1057.2988,0.21348
2017-05-10,1330.217,1399.589,2788.573,1220.513,2735.92,1862.8,995.09,1058.184,0.223846
2017-05-11,1326.928,1390.196,2791.426,1221.408,2736.67,1858.52,1000.35,1059.3158,0.218747
2017-05-12,1324.735,1382.77,2802.722,1221.885,2736.94,1867.96,1002.37,1061.742,0.231896
2017-05-15,1331.319,1393.923,2803.236,1223.951,2738.4,1874.57,1010.23,1062.8861,0.242118
2017-05-16,1330.281,1394.683,2807.337,1224.939,2738.79,1889.46,1015.05,1063.5046,0.2334
2017-05-17,1306.118,1355.889,2824.308,1223.551,2738.92,1884.27,1008.63,1064.7957,0.223724
2017-05-18,1310.831,1361.077,2820.336,1222.351,2738.54,1868.75,988.38,1060.0645,0.213272
2017-05-19,1320.021,1367.33,2820.677,1225.276,2738.91,1882.75,995.67,1061.8689,0.211388
2017-05-22,1326.985,1377.139,2820.504,1227.068,2739.8,1893.34,1003.66,1062.1362,0.196964
2017-05-23,1329.234,1380.982,2815.487,1228.22,2739.99,1892.43,1004.47,1062.2571,0.189279
2017-05-24,1332.678,1382.509,2817.974,1228.783,2740.6,1887.64,1005.03,1064.2464,0.185906
2017-05-25,1338.248,1383.388,2820.33,1229.535,2740.95,1892.43,1014.55,1065.1268,0.175565
2017-05-26,1338.569,1382.244,2821.653,1229.328,2741.21,1885.37,1017.0,1065.5046,0.162504
2017-05-30,1336.522,1371.193,2828.342,1230.627,2742.04,1883.32,1011.77,1066.9784,0.17712
2017-05-31,1336.185,1370.208,2831.677,1230.684,2742.53,1890.06,1005.33,1067.187,0.18308
2017-06-01,1347.277,1396.06,2828.961,1232.082,2742.93,1894.62,1008.47,1067.526,0.183662
2017-06-02,1352.095,1405.387,2839.595,1233.327,2743.2,1916.37,1015.08,1069.7968,0.168362
2017-06-05,1350.003,1396.451,2836.173,1233.9,2744.22,1911.41,1017.6,1070.1086,0.138075
2017-06-06,1346.124,1394.899,2842.386,1233.784,2744.37,1904.45,1015.89,1071.4222,0.135631
2017-06-07,1347.98,1396.674,2837.899,1232.598,2744.23,1903.87,1015.75,1070.5996,0.124599
2017-06-08,1348.69,1415.612,2834.84,1231.39,2743.88,1894.49,1019.07,1069.6459,0.104511
2017-06-09,1347.512,1421.707,2834.403,1232.185,2743.97,1892.97,1018.19,1069.5777,0.092656
2017-06-12,1346.411,1419.211,2832.999,1233.161,2744.6,1886.34,1008.92,1069.2254,0.09556
2017-06-13,1352.988,1425.985,2835.03,1234.587,2744.46,1895.77,1009.78,1069.414,0.085758
2017-06-14,1351.359,1417.573,2849.573,1235.066,2744.51,1905.83,1013.69,1072.1624,0.093991
2017-06-15,1348.102,1410.084,2846.591,1233.447,2743.41,1877.04,1003.64,1070.533,0.089432
2017-06-16,1348.266,1406.728,2847.833,1232.553,2742.5,1892.93,1003.12,1070.7076,0.096209
2017-06-19,1359.499,1418.081,2845.348,1233.71,2741.76,1901.8,1012.95,1070.0923,0.10602
2017-06-20,1350.063,1402.968,2852.835,1230.953,2740.74,1887.76,1008.67,1068.6357,0.109212
2017-06-21,1348.994,1399.255,2853.483,1227.98,2739.59,1882.65,1006.47,1067.2309,0.112253
2017-06-22,1348.682,1404.538,2853.541,1227.47,2738.89,1886.03,1008.81,1067.2095,0.108873
2017-06-23,1351.388,1414.778,2855.503,1228.335,2738.82,1889.23,1011.67,1068.682,0.098659
2017-06-26,1352.224,1416.64,2859.474,1230.206,2739.11,1894.5,1019.11,1070.239,0.086556
2017-06-27,1341.027,1403.522,2851.004,1231.164,2739.4,1892.88,1016.68,1069.029,0.071046
2017-06-28,1353.014,1425.269,2848.375,1231.478,2739.68,1901.15,1012.1,1068.1417,0.068346
2017-06-29,1341.358,1416.199,2842.703,1231.574,2740.74,1895.75,1014.02,1066.3283,0.058537
