,US Aggregate Bonds,US High Yield Bonds,US Equities,US Bank Loans,European Equities,Asian Equities,Oil,Gold,EUR/USD,US Real Estate
2011-06-23,1699.98,823.227,1283.5,2114.17,2730.86,9596.74,91.02,1521.4,1.4256,59.07
2011-06-24,1700.85,823.155,1268.45,2113.93,2715.88,9678.71,91.16,1502.55,1.4188,58.58
2011-06-27,1696.12,822.392,1280.1,2114.43,2723.93,9578.31,90.61,1497.93,1.4287,58.83
2011-06-28,1689.21,822.332,1296.67,2115.23,2750.49,9648.98,92.89,1501.25,1.4371,59.32
2011-06-29,1687.23,824.594,1307.41,2116.86,2802.55,9797.26,94.77,1512.33,1.4435,59.94
2011-06-30,1685.78,827.955,1320.64,2118.59,2848.53,9816.09,95.42,1500.18,1.4502,60.1
2011-07-01,1683.7,829.135,1339.67,2119.51,2875.67,9868.07,94.94,1487.43,1.4526,61.13
2011-07-04,,829.675,,,2870.19,9965.09,,1496.2,1.4539,
2011-07-05,1688.7,831.439,1337.88,2121.32,2850.51,9972.46,96.89,1515.7,1.4429,61.6
2011-07-06,1690.88,831.979,1339.23,2121.68,2832.63,10082.48,96.65,1528.98,1.4319,62.06
2011-07-07,1686.98,833.928,1353.22,2122.16,2844.51,10071.14,98.67,1532.36,1.4364,62.84
2011-07-08,1697.04,834.674,1343.8,2122.49,2790.09,10137.73,96.2,1544.15,1.4265,62.76
2011-07-11,1701.98,833.006,1319.49,2121.17,2709.14,10069.53,95.15,1553.48,1.4029,61.67
2011-07-12,1702.57,831.788,1313.64,2120.44,2693.53,9925.92,97.43,1567.76,1.3976,61.88
2011-07-13,1704.59,833.154,1317.72,2121.65,2715.05,9963.14,98.05,1582.38,1.4167,61.27
2011-07-14,1701.31,833.47,1308.87,2122.13,2695.29,9936.12,95.69,1587.23,1.4143,60.7
2011-07-15,1702.38,834.214,1316.14,2122.51,2675.38,9974.47,97.24,1593.6,1.4157,61.37
2011-07-18,1701.23,833.797,1305.44,2122.51,2622.36,,95.93,1604.79,1.4112,60.94
2011-07-19,1703.27,834.064,1326.73,2122.31,2657.45,9889.72,97.5,1588.5,1.4156,61.92
2011-07-20,1701.02,835.177,1325.84,2122.77,2705.75,10005.9,98.14,1600.4,1.4215,62.37
2011-07-21,1697.61,836.345,1343.8,2123.45,2763.34,10010.39,99.13,1590.55,1.4425,62.87
2011-07-22,1701.41,838.02,1345.02,2124.11,2772.6,10132.11,99.87,1601.33,1.436,63.18
2011-07-25,1698.52,838.454,1337.43,,2742.7,10050.01,99.2,1614.02,1.4377,62.59
2011-07-26,1702.27,839.23,1331.94,2124.55,2739.65,10097.72,99.59,1619.32,1.4511,62.73
2011-07-27,1699.78,838.582,1304.89,2124.04,2693.71,10047.19,97.4,1613.47,1.4369,60.97
2011-07-28,1702.4,838.342,1300.67,2122.86,2692.76,9901.35,97.44,1615.95,1.4334,61.03
2011-07-29,1712.53,837.998,1292.28,2121.18,2670.37,9833.03,95.7,1627.05,1.4398,61.04
2011-07-31,,838.184,,,,,,,,
2011-08-01,1717.03,838.407,1286.94,2120.95,2593.34,9965.01,94.89,1619.38,1.425,60.12
2011-08-02,1725.03,836.277,1254.05,2118.62,2544.89,9844.59,93.79,1659.4,1.4203,58.2
2011-08-03,1726.04,833.852,1260.34,2114.84,2497.83,9637.14,91.93,1661.72,1.4323,57.72
2011-08-04,1733.98,828.72,1200.07,2101.74,2412.29,9659.18,86.63,1646.52,1.4092,54.9
2011-08-05,1724.6,822.795,1199.38,2097.52,2375.15,9299.88,86.88,1663.95,1.4282,53.53
2011-08-08,1732.23,809.103,1119.46,2073.31,2286.91,9097.56,81.31,1719.45,1.4179,48.88
2011-08-09,1740.96,802.586,1172.53,2055.7,2294.24,8944.48,79.3,1740.95,1.4376,53.33
2011-08-10,1746.19,800.112,1120.76,2044.64,2153.77,9038.74,82.89,1793.27,1.4178,52.1
2011-08-11,1733.56,794.016,1172.64,2023.98,2215.45,8981.94,85.72,1763.92,1.4241,54.8
2011-08-12,1740.21,799.485,1178.81,2023.33,2307.33,8963.72,85.38,1746.68,1.4248,54.79
2011-08-15,1736.44,804.706,1204.49,2030.81,2324.48,9086.41,87.88,1766.02,1.4445,56.79
2011-08-16,1740.95,806.612,1192.76,2028.68,2323.67,9107.43,86.65,1785.55,1.4407,56.62
2011-08-17,1744.13,808.627,1193.89,2030.4,2331.12,9057.26,87.58,1791.25,1.4426,56.78
2011-08-18,1747.51,804.932,1140.65,2025.01,2206.61,8943.76,82.38,1823.9,1.4333,54.25
2011-08-19,1746.4,802.85,1123.53,2024.23,2159.07,8719.24,82.26,1852.07,1.4397,53.21
2011-08-22,1744.36,801.963,1123.82,2020.52,2183.39,8628.13,84.12,1897.46,1.4358,53.27
2011-08-23,1738.86,796.957,1162.35,2012.81,2199.98,8733.01,85.44,1828.63,1.4442,54.58
2011-08-24,1730.28,794.707,1177.6,2006.92,2238.7,8639.61,85.16,1759.13,1.4414,55.3
2011-08-25,1733.17,796.211,1159.27,2006.69,2216.7,8772.36,85.3,1774.45,1.4379,54.27
2011-08-26,1736.43,795.243,1176.8,2006.6,2190.44,8797.78,85.37,1827.15,1.4499,54.93
2011-08-29,1732.16,797.435,1210.09,2009.12,2239.3,8851.35,87.27,1788.4,1.4511,56.81
2011-08-30,1739.54,799.574,1212.92,2011.97,2239.14,8953.9,88.9,1835.52,1.4441,56.97
2011-08-31,1737.55,804.597,1218.89,2028.24,2302.08,8955.2,88.81,1825.55,1.4369,57.61
2011-09-01,1743.2,807.165,1204.42,2034.52,2305.75,9060.8,88.93,1826.1,1.4259,56.78
2011-09-02,1750.9,807.183,1173.97,2036.92,2220.72,8950.74,86.45,1882.96,1.4205,55.44
2011-09-05,,807.733,,,2107.27,8784.46,,1900.2,1.4098,
2011-09-06,1751.17,801.46,1165.24,2029.8,2080.1,8590.57,86.02,1875.25,1.3998,55.2
2011-09-07,1747.7,804.041,1198.62,2034.18,2151.16,8763.41,89.34,1817.71,1.4098,57.28
2011-09-08,1749.89,805.447,1185.9,2038.39,2163.4,8793.12,89.05,1870.2,1.3882,56.84
2011-09-09,1754.07,804.45,1154.23,2039.47,2073.67,8737.66,87.24,1855.57,1.3656,55.06
2011-09-12,1751.37,799.689,1162.27,2035.12,1995.01,8535.67,88.19,1815.25,1.3679,55.24
2011-09-13,1747.57,798.85,1172.87,2035.45,2036.64,8616.55,90.21,1833.67,1.3678,55.37
2011-09-14,1747.71,799.871,1188.68,2039.51,2083.38,8518.57,88.91,1819.8,1.3755,55.73
2011-09-15,1744.25,800.651,1209.11,2042.44,2155.62,8668.86,89.4,1788.72,1.3877,56.65
2011-09-16,1745.11,802.062,1216.01,2044.63,2159.28,8864.16,87.96,1811.38,1.3796,57.2
2011-09-19,1753.14,801.205,1204.09,2045.33,2096.1,,85.7,1778.85,1.3686,55.95
2011-09-20,1751.92,801.651,1202.09,2047.41,2140.41,8721.24,86.89,1803.69,1.3702,55.92
2011-09-21,1757.66,801.169,1166.76,2049.66,2098.49,8741.16,85.92,1782.3,1.3573,52.97
2011-09-22,1765.96,793.767,1129.56,2044.16,1995.75,8560.26,80.51,1740.39,1.3465,51.68
2011-09-23,1756.99,789.376,1136.43,2042.17,2026.03,,79.85,1656.74,1.35,51.56
2011-09-26,1750.0,787.693,1162.95,2040.79,2083.35,8374.13,80.24,1626.88,1.3533,52.28
2011-09-27,1743.45,787.913,1175.38,2042.82,2194.03,8609.95,84.45,1650.72,1.3585,52.8
2011-09-28,1744.96,785.274,1151.06,2042.94,2176.64,8615.65,81.21,1609.16,1.3543,51.46
2011-09-29,1747.99,781.699,1160.4,2041.93,2212.44,8701.23,82.14,1614.69,1.3597,52.26
2011-09-30,1750.19,775.674,1131.42,2036.93,2179.66,8700.29,79.2,1623.79,1.3387,50.87
2011-10-03,1758.32,769.54,1099.23,2031.71,2138.24,8545.48,77.61,1658.3,1.3176,48.47
2011-10-04,1754.71,757.487,1123.95,2015.5,2091.09,8456.12,75.67,1623.82,1.3349,50.38
2011-10-05,1747.86,758.783,1144.03,2012.22,2179.42,8382.98,79.68,1640.85,1.3348,49.95
2011-10-06,1744.03,765.918,1164.97,2018.06,2248.78,8522.02,82.59,1651.36,1.3437,51.32
2011-10-07,1739.38,769.463,1155.46,2024.01,2269.19,8605.62,82.98,1637.85,1.3378,49.89
2011-10-10,,770.017,1194.89,2025.21,2320.8,,85.41,1676.65,1.3642,52.38
2011-10-11,1737.03,775.266,1195.54,2030.92,2315.97,8773.68,85.81,1662.3,1.364,51.34
2011-10-12,1734.22,782.977,1207.25,2043.67,2372.15,8738.9,85.57,1676.3,1.3791,52.18
2011-10-13,1739.54,785.652,1203.66,2046.93,2332.52,8823.25,84.23,1668.05,1.3777,51.84
2011-10-14,1736.33,789.053,1224.58,2051.55,2355.48,8747.96,86.8,1680.95,1.3882,53.04
2011-10-17,1741.56,791.506,1200.86,2054.95,2315.89,8879.6,86.38,1670.8,1.3737,51.89
2011-10-18,1741.69,792.044,1225.38,2054.04,2306.81,8741.91,88.34,1657.97,1.3752,53.72
2011-10-19,1742.89,797.409,1209.88,2059.95,2330.08,8772.54,86.11,1640.75,1.376,53.1
2011-10-20,1742.19,799.023,1215.39,2063.29,2271.77,8682.15,85.3,1620.66,1.378,53.4
2011-10-21,1741.35,803.918,1238.25,2068.72,2337.51,8678.89,87.4,1641.85,1.3896,55.16
2011-10-24,1739.71,808.166,1254.2,2072.34,2369.07,8843.98,91.27,1653.48,1.3929,56.53
2011-10-25,1748.57,811.923,1229.05,2076.53,2343.96,8762.31,93.17,1705.27,1.3908,55.61
2011-10-26,1744.47,812.813,1242.0,2078.68,2335.06,8748.47,90.2,1724.64,1.3906,56.02
2011-10-27,1736.32,820.626,1284.59,2090.56,2476.92,8926.54,93.96,1744.95,1.4189,58.68
2011-10-28,1743.95,822.803,1285.09,2096.09,2462.36,9050.47,93.32,1743.42,1.4147,58.8
2011-10-31,1752.07,821.871,1253.3,2095.82,2385.22,8988.39,93.19,1714.7,1.3858,58.14
2011-11-01,1761.14,815.165,1218.28,2087.55,2259.73,8835.52,92.19,1719.55,1.3703,56.27
2011-11-02,1760.44,817.233,1237.9,2089.18,2291.89,8640.42,92.51,1737.8,1.3747,57.35
2011-11-03,1756.91,819.323,1261.16,2092.92,2347.94,,94.07,1763.67,1.3823,58.14
2011-11-04,1758.59,819.944,1253.23,2095.29,2291.47,8801.4,94.26,1754.65,1.3792,57.67
2011-11-07,1760.83,819.855,1261.12,2096.3,2275.92,8767.09,95.52,1794.9,1.3776,57.68
2011-11-08,1755.8,819.738,1275.92,2098.85,2303.2,8655.51,96.8,1786.32,1.3834,58.43
2011-11-09,1759.63,814.644,1229.1,2097.8,2249.39,8755.44,95.74,1769.7,1.3542,55.76
2011-11-10,1754.27,813.697,1239.69,2098.12,2254.92,8500.8,97.78,1758.5,1.3606,55.75
2011-11-11,,813.883,1263.86,2098.6,2324.81,8514.47,98.99,1788.63,1.375,57.25
2011-11-14,1755.32,814.254,1251.78,2101.04,2288.32,8603.7,98.14,1780.3,1.3633,56.19
2011-11-15,1753.29,812.373,1257.81,2100.11,2254.0,8541.93,99.37,1780.9,1.3539,56.61
2011-11-16,1755.22,811.443,1236.91,2099.26,2267.96,8463.16,102.59,1763.35,1.3463,56.07
2011-11-17,1757.37,809.861,1216.13,2098.16,2242.78,8479.63,98.82,1721.52,1.3458,55.04
2011-11-18,1754.46,808.144,1215.65,2096.03,2236.68,8374.91,97.41,1723.92,1.3525,55.39
2011-11-21,1755.92,804.129,1192.98,2089.97,2160.28,8348.27,96.92,1677.57,1.3489,53.99
2011-11-22,1756.46,801.278,1188.04,2087.69,2136.81,8314.74,98.01,1699.9,1.3505,53.74
2011-11-23,1758.46,798.391,1161.79,2086.81,2096.79,,96.17,1692.41,1.3342,52.12
2011-11-24,,798.576,,,2090.25,8165.18,,1697.42,1.3347,
2011-11-25,1752.58,797.841,1158.67,2086.32,2111.26,8160.01,96.77,1683.52,1.3239,52.35
2011-11-28,1755.09,800.3,1192.55,2084.0,2221.76,8287.49,98.21,1712.35,1.332,53.52
2011-11-29,1753.47,799.749,1195.19,2083.0,2234.17,8477.82,99.79,1715.67,1.3317,53.44
2011-11-30,1750.55,803.695,1246.96,2085.53,2330.43,8434.61,100.36,1746.35,1.3446,55.93
2011-12-01,1747.64,806.354,1244.58,2086.13,2313.84,8597.38,100.2,1744.8,1.3461,55.47
2011-12-02,1754.03,809.686,1244.28,2088.26,2342.5,8643.75,100.96,1746.59,1.3391,55.42
2011-12-05,1755.79,813.252,1257.08,2090.35,2369.39,8695.98,100.99,1722.67,1.3401,55.89
2011-12-06,1753.62,814.207,1258.47,2091.47,2356.71,8575.16,101.28,1728.55,1.3402,55.8
2011-12-07,1759.1,815.345,1261.01,2091.78,2344.92,8722.17,100.49,1741.89,1.3412,56.41
2011-12-08,1762.52,815.723,1234.35,2090.88,2288.05,8664.58,98.34,1708.27,1.3341,55.13
2011-12-09,1756.75,815.06,1255.19,2090.66,2342.59,8536.46,99.41,1711.47,1.3386,56.34
2011-12-12,1759.68,814.449,1236.47,2088.01,2269.46,8653.82,97.77,1666.49,1.3187,55.34
2011-12-13,1762.37,814.982,1225.73,2087.78,2260.98,8552.81,100.14,1631.5,1.3037,54.69
2011-12-14,1765.88,814.072,1211.82,2086.61,2205.91,8519.13,94.95,1573.9,1.2983,55.01
2011-12-15,1764.4,814.093,1215.75,2086.73,2224.89,8377.37,93.87,1570.52,1.3016,55.93
2011-12-16,1767.84,814.751,1219.66,2087.13,2202.72,8401.72,93.53,1598.95,1.3046,56.55
2011-12-19,1770.12,815.658,1205.35,2087.95,2202.95,8296.12,93.88,1594.35,1.2998,56.06
2011-12-20,1764.21,816.772,1241.31,2088.42,2262.39,8336.48,97.22,1615.69,1.3082,57.76
2011-12-21,1760.88,817.69,1243.72,2089.33,2244.35,8459.98,98.67,1615.17,1.3047,57.74
2011-12-22,1762.03,818.91,1254.0,2091.08,2273.02,8395.16,99.53,1606.07,1.305,58.57
2011-12-23,1756.74,819.452,1265.33,2091.84,2290.37,,99.68,1606.88,1.3044,58.18
2011-12-26,,,,,,8479.34,,1607.25,1.3061,
2011-12-27,1759.13,820.498,1265.43,2093.35,2290.31,8440.56,101.34,1592.95,1.3071,58.44
2011-12-28,1766.61,821.866,1249.64,2093.94,2255.03,8423.62,99.36,1556.8,1.2941,57.74
2011-12-29,1767.74,822.851,1263.02,2094.75,2292.28,8398.89,99.65,1545.65,1.2961,58.25
2011-12-30,1769.79,823.6,1257.61,2095.88,2316.55,8455.35,98.83,1564.91,1.2961,58.0
2011-12-31,,823.616,,,,,,,,
2012-01-02,,,,,2370.2,,,1566.37,1.2934,
2012-01-03,1765.75,827.113,1277.06,2099.47,2389.91,,102.96,1603.95,1.305,58.49
2012-01-04,1764.68,828.3,1277.3,2103.34,2349.89,8560.11,103.22,1611.95,1.2943,57.49
2012-01-05,1764.59,828.692,1281.06,2105.92,2315.75,8488.71,101.81,1622.71,1.2789,58.03
2012-01-06,1767.33,829.912,1277.81,2108.71,2298.65,8390.35,101.56,1617.08,1.2717,57.84
2012-01-09,1768.59,830.922,1280.7,2111.76,2286.45,,101.31,1611.15,1.2765,57.64
2012-01-10,1768.65,832.522,1292.08,2114.56,2347.47,8422.26,102.24,1632.33,1.2778,58.28
2012-01-11,1772.76,832.837,1292.48,2117.07,2339.51,8447.88,100.87,1641.99,1.2707,58.69
2012-01-12,1772.05,833.26,1295.5,2118.09,2345.85,8385.59,99.1,1649.99,1.2814,58.26
2012-01-13,1776.96,832.49,1289.09,2117.82,2338.01,8500.02,98.7,1638.92,1.268,58.39
2012-01-16,,833.11,,,2361.56,8378.36,,1643.88,1.2667,
2012-01-17,1777.87,833.405,1293.67,2120.64,2396.63,8466.4,100.71,1652.38,1.2736,58.87
2012-01-18,1774.65,834.0,1308.04,2122.0,2390.64,8550.58,100.59,1659.84,1.2863,59.28
2012-01-19,1771.08,836.802,1314.5,2123.76,2435.04,8639.68,100.39,1658.5,1.2968,59.51
2012-01-20,1768.11,837.304,1315.38,2125.96,2426.96,8766.36,98.46,1666.6,1.2931,59.88
2012-01-23,1766.8,839.386,1316.0,2128.65,2441.44,8765.9,99.58,1676.85,1.3013,60.17
2012-01-24,1767.07,840.22,1314.66,2129.76,2432.07,8785.33,98.95,1665.25,1.3036,60.63
2012-01-25,1770.9,842.361,1326.05,2132.61,2421.12,8883.69,99.4,1710.8,1.3106,61.41
2012-01-26,1776.88,846.575,1318.43,2137.31,2460.4,8849.47,99.7,1720.08,1.3109,61.84
2012-01-27,1778.82,847.299,1316.33,2139.04,2436.62,8841.22,99.56,1738.95,1.322,61.86
2012-01-30,1782.61,846.497,1313.01,2139.49,2404.62,8793.05,98.78,1729.85,1.3144,61.4
2012-01-31,1785.33,847.525,1312.41,2141.92,2416.66,8802.51,98.48,1737.76,1.3084,61.7
2012-02-01,1782.8,848.969,1324.09,2144.48,2470.79,8809.79,97.61,1743.53,1.3161,62.31
2012-02-02,1784.19,849.57,1325.54,2145.56,2478.15,8876.82,96.36,1759.55,1.3144,62.45
2012-02-03,1777.68,851.408,1344.9,2146.27,2515.15,8831.93,97.84,1726.33,1.3158,63.32
2012-02-06,1782.23,852.809,1344.33,2148.08,2507.89,8929.2,96.91,1720.25,1.313,63.12
2012-02-07,1778.91,853.773,1347.05,2149.29,2514.12,8917.52,98.41,1745.45,1.3261,62.96
2012-02-08,1779.52,855.303,1349.96,2150.94,2512.92,9015.59,98.71,1733.13,1.326,63.07
2012-02-09,1776.77,855.605,1351.95,2151.6,2522.34,9002.24,99.84,1729.54,1.3286,62.61
2012-02-10,1781.01,853.789,1342.64,2150.53,2480.76,8947.17,98.67,1721.85,1.3197,62.03
2012-02-13,1780.35,855.254,1351.77,2151.71,2491.54,8999.18,100.91,1722.25,1.3186,62.66
2012-02-14,1784.6,855.612,1350.5,2152.34,2488.29,9052.07,100.74,1720.23,1.3134,62.02
2012-02-15,1784.01,855.551,1343.23,2152.0,2493.96,9260.34,101.8,1728.18,1.3066,61.65
2012-02-16,1778.52,854.462,1358.04,2150.31,2489.35,9238.1,102.31,1728.25,1.313,62.3
2012-02-17,1778.3,856.287,1361.23,2150.81,2520.31,9384.17,103.24,1723.49,1.314,62.35
2012-02-20,,856.846,,,2550.28,9485.09,,1734.93,1.3243,
2012-02-21,1776.7,857.77,1362.21,2151.91,2541.6,9463.02,105.84,1759.25,1.3234,61.38
2012-02-22,1780.04,858.945,1357.66,2151.75,2519.0,9554.0,106.28,1776.3,1.3249,60.86
2012-02-23,1781.38,860.685,1363.46,2152.44,2508.08,9595.57,107.83,1780.78,1.3373,61.62
2012-02-24,1782.09,863.084,1365.74,2153.18,2523.69,9647.38,109.77,1772.35,1.3448,61.7
2012-02-27,1786.12,864.086,1367.59,2154.65,2513.06,9633.93,108.56,1767.65,1.3398,61.6
2012-02-28,1786.34,865.342,1372.18,2156.85,2519.72,9722.52,106.55,1784.25,1.3458,61.24
2012-02-29,1784.92,866.836,1365.68,2158.44,2512.11,9723.24,107.07,1696.76,1.3325,60.99
2012-03-01,1781.82,867.287,1374.09,2159.64,2548.66,9707.37,108.84,1718.25,1.3311,61.36
2012-03-02,1785.49,867.77,1369.63,2160.57,2546.16,9777.03,106.7,1712.45,1.3198,61.27
2012-03-05,1783.75,866.328,1364.34,2161.42,2529.86,9698.59,106.72,1706.32,1.3217,61.89
2012-03-06,1786.65,861.204,1343.36,2160.05,2443.52,9637.63,104.7,1674.38,1.3112,61.07
2012-03-07,1784.08,862.143,1352.63,2159.78,2460.77,9576.06,106.16,1684.91,1.3149,61.4
2012-03-08,1782.34,863.541,1365.91,2161.38,2514.22,9768.96,106.58,1699.85,1.3275,61.08
2012-03-09,1781.37,864.515,1370.87,2163.03,2515.95,9929.74,107.4,1713.85,1.3123,61.38
2012-03-12,1782.38,865.299,1371.09,2163.74,2514.97,9889.86,106.34,1701.34,1.3155,61.83
2012-03-13,1777.76,866.182,1395.95,2164.37,2556.82,9899.08,106.71,1674.03,1.3084,63.08
2012-03-14,1767.62,866.585,1394.28,2165.86,2574.79,10050.52,105.43,1644.79,1.3032,62.91
2012-03-15,1769.02,865.64,1402.6,2166.32,2593.97,10123.28,105.11,1658.66,1.308,62.82
2012-03-16,1769.09,865.697,1404.17,2166.89,2608.3,10129.83,107.06,1659.98,1.3175,63.18
2012-03-19,1764.24,866.2,1409.75,2168.58,2608.42,10141.99,108.09,1664.5,1.3238,63.62
2012-03-20,1764.47,865.409,1405.52,2168.39,2576.61,,105.61,1650.86,1.3225,63.53
2012-03-21,1770.12,866.097,1402.9,2168.87,2567.58,10086.49,107.27,1650.55,1.3216,63.44
2012-03-22,1770.66,865.152,1392.79,2168.98,2530.22,10127.08,105.35,1645.91,1.3201,62.57
2012-03-23,1772.95,865.015,1397.11,2169.46,2525.43,10011.47,106.87,1661.7,1.327,62.96
2012-03-26,1773.3,865.799,1416.51,2171.22,2539.87,10018.24,107.03,1690.18,1.3359,63.19
2012-03-27,1777.14,866.626,1412.52,2172.83,2525.21,10255.15,107.33,1680.75,1.3313,63.2
2012-03-28,1776.86,866.559,1405.54,2173.75,2496.68,10182.57,105.41,1663.55,1.3317,63.1
2012-03-29,1778.95,865.617,1403.28,2174.21,2452.74,10114.79,102.78,1661.57,1.3302,63.13
2012-03-30,1775.14,866.016,1408.47,2174.72,2477.28,10083.56,103.02,1668.15,1.3343,63.65
2012-03-31,,866.025,,,,,,,,
2012-04-02,1776.71,866.598,1419.04,2175.28,2501.18,10109.87,105.23,1677.75,1.3321,64.1
2012-04-03,1770.74,866.929,1413.38,2175.74,2458.98,10050.39,104.01,1645.85,1.3233,63.85
2012-04-04,1773.07,866.248,1398.96,2176.39,2398.46,9819.99,101.47,1620.55,1.3142,63.15
2012-04-05,1776.62,865.831,1398.08,2176.18,2392.54,9767.61,103.31,1631.15,1.3066,62.91
2012-04-06,1785.02,,,2176.67,,9688.45,,1640.3,1.3096,
2012-04-09,1786.18,864.077,1382.2,2176.5,,9546.26,102.46,1640.26,1.3106,62.24
2012-04-10,1788.86,862.596,1358.59,2176.25,2321.53,9538.02,101.02,1659.93,1.3082,60.9
2012-04-11,1786.15,862.039,1368.71,2175.2,2341.36,9458.74,102.7,1658.98,1.311,61.68
2012-04-12,1785.6,863.63,1387.57,2175.9,2352.24,9524.79,103.64,1675.78,1.3188,62.53
2012-04-13,1789.47,864.322,1370.26,2176.64,2291.51,9637.99,102.83,1658.38,1.3078,62.27
2012-04-16,1791.19,864.829,1369.57,2177.36,2301.19,9470.64,102.93,1652.01,1.3142,63.12
2012-04-17,1789.07,866.341,1390.78,2178.57,2367.05,9464.71,104.2,1649.59,1.3127,63.66
2012-04-18,1790.87,866.689,1385.14,2179.63,2327.84,9667.26,102.67,1642.24,1.3123,63.23
2012-04-19,1792.41,867.11,1376.92,2181.23,2284.67,9588.38,102.27,1642.82,1.3138,63.23
2012-04-20,1791.08,867.569,1378.53,2182.53,2311.27,9561.36,103.05,1643.05,1.3219,64.0
2012-04-23,1793.16,867.296,1366.94,2182.94,2244.83,9542.17,103.11,1638.84,1.3156,63.34
2012-04-24,1791.5,868.676,1371.97,2183.97,2284.08,9468.04,103.55,1642.25,1.3197,64.29
2012-04-25,1790.54,870.844,1390.69,2185.65,2322.91,9561.01,104.12,1643.72,1.3217,65.03
2012-04-26,1791.98,871.53,1399.98,2186.66,2322.69,9561.83,104.55,1657.35,1.3219,65.19
2012-04-27,1793.39,873.402,1403.36,2188.58,2344.02,9520.89,104.93,1662.85,1.3255,65.64
2012-04-30,1794.82,874.878,1397.91,2191.08,2306.43,,104.87,1664.75,1.3239,65.47
2012-05-01,1792.43,877.025,1405.82,2192.71,2306.69,9350.95,106.16,1662.4,1.3237,66.18
2012-05-02,1795.45,877.683,1402.31,2194.32,2290.31,9380.25,105.22,1653.45,1.3158,66.08
2012-05-03,1796.29,878.821,1391.57,2196.9,2287.1,,102.54,1636.05,1.3152,65.85
2012-05-04,1798.98,879.476,1369.1,2198.11,2248.34,,98.49,1642.35,1.3084,65.27
2012-05-07,1799.11,879.617,1369.58,2198.51,2283.09,9119.14,97.94,1638.45,1.3051,65.73
2012-05-08,1801.12,879.579,1363.72,2199.36,2236.11,9181.65,97.01,1605.4,1.3005,65.61
2012-05-09,1799.64,878.475,1354.58,2198.72,2225.63,9045.06,96.81,1589.55,1.2929,65.4
2012-05-10,1798.54,879.282,1357.99,2200.14,2247.38,9009.65,97.08,1594.01,1.2936,65.45
2012-05-11,1800.54,879.312,1353.39,2201.08,2254.54,8953.31,96.13,1579.35,1.2917,65.59
2012-05-14,1802.92,877.547,1338.35,2202.05,2201.95,8973.84,94.78,1556.73,1.2823,64.76
2012-05-15,1802.84,876.497,1330.66,2201.15,2178.67,8900.74,93.98,1544.1,1.2729,64.42
2012-05-16,1802.69,874.095,1324.8,2198.47,2175.34,8801.17,92.81,1539.75,1.2716,63.71
2012-05-17,1805.2,868.461,1304.86,2186.56,2146.91,8876.59,92.56,1574.14,1.2698,61.85
2012-05-18,1804.09,865.683,1295.22,2185.33,2144.69,8611.31,91.48,1593.03,1.278,61.1001
2012-05-21,1802.86,862.934,1315.99,2182.91,2150.16,8633.89,92.57,1593.33,1.2818,62.43
2012-05-22,1798.53,864.849,1316.63,2182.88,2192.85,8729.29,91.66,1568.5,1.2684,62.55
2012-05-23,1802.85,863.121,1318.86,2180.35,2134.05,8556.6,89.9,1561.53,1.2582,62.64
2012-05-24,1800.18,863.17,1320.68,2179.07,2156.52,8563.38,90.66,1559.3,1.2532,62.92
2012-05-25,1800.93,863.566,1317.82,2178.71,2161.87,8580.39,90.86,1573.0,1.2517,62.67
2012-05-28,,864.129,,,2147.92,8593.15,,1573.33,1.2541,
2012-05-29,1801.99,865.648,1332.42,2179.44,2160.31,8657.08,90.76,1555.34,1.2503,63.56
2012-05-30,1808.79,864.683,1313.32,2178.13,2116.18,8633.19,87.82,1562.93,1.2367,62.05
2012-05-31,1811.06,864.316,1310.33,2176.27,2118.94,8542.73,86.53,1560.51,1.2365,62.52
2012-06-01,1816.25,860.247,1278.05,2172.82,2068.66,8440.25,83.23,1624.0,1.2434,60.99
2012-06-04,1812.2,858.699,1278.18,2172.32,2078.96,8295.63,83.98,1619.0,1.2499,60.57
2012-06-05,1810.05,856.669,1285.5,2167.14,2087.31,8382.0,84.29,1617.05,1.2452,61.82
2012-06-06,1805.68,860.199,1315.13,2167.1,2137.73,8533.53,85.02,1619.55,1.2582,63.19
2012-06-07,1806.28,864.008,1314.99,2170.43,2143.08,8639.72,84.82,1589.32,1.2561,62.74
2012-06-08,1806.59,864.582,1325.66,2173.1,2143.9,8459.26,84.1,1593.4,1.2517,63.63
2012-06-11,1810.3,866.304,1308.93,2175.34,2137.7,8624.9,82.7,1596.8,1.2482,62.2
2012-06-12,1806.43,865.068,1324.18,2174.97,2143.38,8536.72,83.32,1609.71,1.2503,62.79
2012-06-13,1810.06,866.064,1314.88,2175.68,2143.5,8587.84,82.62,1617.16,1.2557,62.47
2012-06-14,1809.34,866.645,1329.1,2175.85,2148.21,8568.89,83.91,1623.6,1.2633,63.38
2012-06-15,1811.9,867.987,1342.84,2176.68,2181.23,8569.32,84.03,1627.1,1.2638,63.77
2012-06-18,1812.57,869.397,1344.78,2177.49,2155.64,8721.02,83.27,1628.09,1.2576,64.3
2012-06-19,1810.68,873.239,1357.98,2179.15,2198.01,8655.87,84.03,1618.39,1.2685,64.56
2012-06-20,1810.11,875.759,1355.69,2181.93,2207.49,8752.31,81.8,1607.5,1.2707,64.53
2012-06-21,1812.92,877.007,1325.51,2184.32,2199.42,8824.07,78.2,1566.37,1.254,63.48
