,US Aggregate Bonds,US High Yield Bonds,US Equities,US Bank Loans,European Equities,Asian Equities,Oil,Gold,EUR/USD,US Real Estate
2018-07-16,2019.25,1269.82,2798.43,2873.02,3449.08,,68.06,1240.93,1.1711,81.82
2018-07-17,2018.7,1270.109,2809.55,2873.69,3457.5,22697.36,68.08,1227.54,1.1661,81.28
2018-07-18,2017.98,1270.684,2815.62,2874.34,3485.08,22794.19,68.76,1227.51,1.1639,80.92
2018-07-19,2021.15,1270.415,2804.49,2875.17,3471.64,22764.68,69.46,1222.97,1.1642,81.87
2018-07-20,2016.27,1270.858,2801.83,2875.87,3460.03,22697.88,70.46,1229.53,1.1724,81.08
2018-07-21,,,,2876.31,,,,,,
2018-07-22,,,,2876.74,,,,,,
2018-07-23,2009.32,1271.6,2806.98,2877.28,3454.05,22396.99,67.89,1224.5,1.1692,80.91
2018-07-24,2012.33,1272.854,2820.4,2877.96,3483.31,22510.48,68.52,1224.52,1.1687,80.5
2018-07-25,2014.16,1273.184,2846.07,2878.71,3468.45,22614.25,69.3,1231.63,1.1729,81.14
2018-07-26,2011.05,1274.575,2837.44,2879.22,3509.26,22586.87,69.61,1222.69,1.1643,81.41
2018-07-27,2012.76,1275.218,2818.82,2879.79,3527.18,22712.75,68.69,1224.22,1.1657,80.54
2018-07-28,,,,2880.23,,,,,,
2018-07-29,,,,2880.67,,,,,,
2018-07-30,2011.77,1275.896,2802.6,2881.53,3512.31,22544.84,70.13,1221.45,1.1706,80.59
2018-07-31,2013.76,1277.268,2816.29,2882.18,3525.49,22553.72,68.76,1224.15,1.1691,81.94
2018-08-01,2009.79,1277.579,2813.36,2882.45,3509.23,22746.7,67.66,1215.96,1.166,82.52
2018-08-02,2011.59,1278.125,2827.22,2882.89,3469.21,22512.53,68.96,1207.83,1.1585,82.19
2018-08-03,2015.66,1279.602,2840.35,2883.52,3482.4,22525.18,68.49,1214.9,1.1568,83.08
2018-08-04,,,,2883.95,,,,,,
2018-08-05,,,,2884.39,,,,,,
2018-08-06,2017.74,1280.744,2850.4,2885.04,3483.3,22507.32,69.01,1207.64,1.1554,82.97
2018-08-07,2014.03,1282.761,2858.45,2885.39,3504.37,22662.74,69.17,1210.97,1.1599,82.82
2018-08-08,2014.21,1282.515,2857.7,2885.96,3493.6,22644.31,66.94,1213.88,1.161,82.34
2018-08-09,2017.3,1282.772,2853.58,2886.59,3494.13,22598.39,66.81,1212.47,1.1527,82.38
2018-08-10,2024.22,1280.859,2833.28,2886.81,3426.28,22298.08,67.63,1210.57,1.1413,81.75
2018-08-11,,,,2887.24,,,,,,
2018-08-12,,,,2887.68,,,,,,
2018-08-13,2021.74,1280.317,2821.93,2888.25,3409.68,21857.43,67.2,1193.5,1.141,81.59
2018-08-14,2020.32,1280.635,2839.96,2888.32,3409.44,22356.08,67.04,1194.09,1.1344,81.99
2018-08-15,2024.51,1279.013,2818.37,2887.77,3359.08,22204.22,65.01,1174.85,1.1345,82.62
2018-08-16,2023.51,1280.711,2840.69,2887.85,3377.56,22192.04,65.46,1174.16,1.1377,83.29
2018-08-17,2023.86,1281.054,2850.13,2887.99,3372.94,22270.38,65.91,1184.25,1.1438,84.06
2018-08-18,,,,2888.43,,,,,,
2018-08-19,,,,2888.87,,,,,,
2018-08-20,2029.58,1282.317,2857.05,2888.53,3393.67,22199.0,66.43,1190.48,1.1482,84.12
2018-08-21,2027.49,1283.452,2862.96,2888.31,3411.66,22219.73,67.35,1195.99,1.1571,83.61
2018-08-22,2029.14,1284.76,2861.82,2888.88,3420.18,22362.55,67.86,1195.8,1.1597,83.14
2018-08-23,2029.58,1285.099,2856.98,2889.43,3419.26,22410.82,67.83,1185.56,1.154,82.93
2018-08-24,2029.13,1285.646,2874.69,2890.12,3427.44,22601.77,68.72,1205.35,1.1622,83.42
2018-08-25,,,,2890.56,,,,,,
2018-08-26,,,,2891.0,,,,,,
2018-08-27,2027.53,1286.889,2896.74,2891.54,3456.01,22799.64,68.87,1211.38,1.1678,83.12
2018-08-28,2024.03,1287.129,2897.52,2892.2,3447.57,22813.47,68.53,1201.0,1.1695,84.24
2018-08-29,2024.04,1287.356,2914.04,2892.75,3456.13,22848.22,69.51,1206.6,1.1707,84.26
2018-08-30,2025.98,1286.853,2901.13,2893.29,3430.99,22869.5,70.25,1199.98,1.1671,83.72
2018-08-31,2026.72,1286.518,2901.52,2893.74,3392.9,22865.15,69.8,1201.15,1.1602,84.05
2018-09-01,,,,2894.18,,,,,,
2018-09-02,,,,2894.63,,,,,,
2018-09-03,2026.72,1287.197,,2895.07,3394.99,22707.38,,1201.27,1.1619,
2018-09-04,2021.18,1286.853,2896.72,2895.24,3359.36,22696.9,69.87,1191.52,1.1582,83.05
2018-09-05,2021.24,1285.739,2888.6,2895.77,3315.62,22580.83,68.72,1196.73,1.163,83.53
2018-09-06,2024.59,1285.572,2878.05,2896.38,3295.95,22487.94,67.77,1199.98,1.1623,83.77
2018-09-07,2017.69,1284.807,2871.68,2897.04,3293.36,22307.06,67.75,1196.93,1.1553,82.86
2018-09-08,,,,2897.48,,,,,,
2018-09-09,,,,2897.92,,,,,,
2018-09-10,2019.19,1286.102,2877.13,2897.86,3309.28,22373.09,67.54,1195.88,1.1594,83.23
2018-09-11,2015.14,1286.77,2887.89,2898.51,3311.66,22664.69,69.25,1198.59,1.1606,83.22
2018-09-12,2017.61,1288.578,2888.92,2899.4,3326.6,22604.61,70.37,1206.24,1.1626,83.26
2018-09-13,2018.47,1290.327,2904.18,2900.65,3333.68,22821.32,68.59,1201.47,1.169,83.67
2018-09-14,2015.54,1290.88,2904.98,2901.66,3344.63,23094.67,68.99,1194.85,1.1625,83.14
2018-09-15,,,,2902.1,,,,,,
2018-09-17,2015.21,1291.419,2888.8,2903.3,3346.11,,68.91,1201.46,1.1683,83.41
2018-09-18,2010.13,1292.25,2904.31,2904.01,3358.46,23420.54,69.85,1198.36,1.1667,83.01
2018-09-19,2006.63,1291.759,2907.95,2905.11,3368.56,23672.52,71.12,1204.04,1.1673,82.04
2018-09-20,2008.66,1291.527,2930.75,2906.09,3403.12,23674.93,70.8,1207.18,1.1777,82.81
2018-09-21,2010.28,1291.741,2929.67,2907.03,3430.81,23869.93,70.78,1200.04,1.1749,82.78
2018-09-22,,,,2907.48,,,,,,
2018-09-23,,,,2907.92,,,,,,
2018-09-24,2009.7,1291.269,2919.37,2908.98,3410.44,,72.08,1199.03,1.1748,80.17
2018-09-25,2007.26,1291.096,2915.56,2910.12,3419.78,23940.26,72.28,1201.22,1.1767,80.18
2018-09-26,2011.9,1292.054,2905.97,2911.09,3433.15,24033.79,71.57,1194.44,1.1739,79.22
2018-09-27,2013.24,1293.029,2914.0,2911.86,3449.79,23796.74,72.12,1182.83,1.1641,79.6
2018-09-28,2013.67,1293.542,2913.98,2912.75,3399.2,24120.04,73.25,1190.88,1.1604,80.68
2018-09-29,,,,2913.2,,,,,,
2018-09-30,,1293.994,,2913.64,,,,,,
2018-10-01,2011.72,1296.37,2924.59,2914.46,3414.16,24245.76,75.3,1188.99,1.1578,79.93
2018-10-02,2014.11,1297.01,2923.43,2915.13,3388.99,24270.62,75.23,1203.32,1.1548,79.75
2018-10-03,2003.02,1296.666,2925.51,2915.87,3405.48,24110.96,76.41,1197.35,1.1478,78.9
2018-10-04,1998.34,1290.08,2901.61,2916.49,3375.08,23975.62,74.33,1199.92,1.1514,78.24
2018-10-05,1994.67,1287.849,2885.57,2917.21,3345.51,23783.72,74.34,1203.63,1.1524,78.2
2018-10-06,,,,2917.66,,,,,,
2018-10-07,,,,2918.11,,,,,,
2018-10-08,,1288.53,2884.43,2918.56,3309.72,,74.29,1188.08,1.1492,79.33
2018-10-09,1997.73,1284.551,2880.34,2918.7,3321.79,23469.39,74.96,1189.77,1.1491,79.44
2018-10-10,1995.38,1279.925,2785.68,2918.41,3266.9,23506.04,73.17,1194.79,1.152,78.26
2018-10-11,2004.47,1280.008,2728.37,2916.74,3209.19,22590.86,70.97,1224.09,1.1593,76.02
2018-10-12,2003.39,1282.087,2767.13,2917.11,3194.41,22694.66,71.34,1217.05,1.156,75.82
2018-10-13,,,,2917.56,,,,,,
2018-10-14,,,,2918.01,,,,,,
2018-10-15,2000.96,1283.237,2750.79,2918.43,3210.37,22271.3,71.78,1227.06,1.1579,76.33
2018-10-16,2002.13,1285.458,2809.92,2919.32,3257.34,22549.24,71.92,1224.95,1.1574,77.9
2018-10-17,2000.01,1284.733,2809.21,2919.91,3243.08,22841.12,69.75,1222.29,1.1501,77.6
2018-10-18,1999.49,1282.179,2768.78,2920.39,3211.59,22658.16,68.65,1225.81,1.1453,77.45
2018-10-19,1995.99,1281.104,2767.78,2920.39,3210.82,22532.08,69.12,1226.49,1.1514,78.12
2018-10-20,,,,2920.85,,,,,,
2018-10-21,,,,2921.3,,,,,,
2018-10-22,1996.79,1281.091,2755.88,2921.57,3190.09,22614.82,69.17,1222.1,1.1464,77.03
2018-10-23,1999.29,1276.829,2740.69,2920.5,3140.94,22010.78,66.43,1230.3,1.1471,77.37
2018-10-24,2002.69,1277.609,2656.1,2920.32,3130.33,22091.18,66.82,1233.79,1.1392,78.1
2018-10-25,2001.92,1275.049,2705.57,2918.84,3164.4,21268.73,67.33,1232.17,1.1375,79.1
2018-10-26,2006.83,1271.815,2658.69,2916.52,3134.89,21184.6,67.59,1233.53,1.1403,77.2
2018-10-27,,,,2916.97,,,,,,
2018-10-28,,,,2917.43,,,,,,
2018-10-29,2005.62,1272.373,2641.25,2916.69,3154.93,21149.8,67.04,1229.42,1.1373,78.18
2018-10-30,2002.3,1269.41,2682.63,2914.1,3147.13,21457.29,66.18,1222.93,1.1345,79.25
2018-10-31,1997.76,1272.803,2711.74,2912.73,3197.51,21920.46,65.31,1214.76,1.1312,78.32
2018-11-01,1999.4,1273.611,2740.37,2913.43,3204.21,21687.65,63.69,1233.43,1.1408,78.69
2018-11-02,1992.1,1274.896,2723.06,2913.78,3214.41,22243.66,63.14,1232.89,1.1388,78.04
2018-11-03,,,,2914.23,,,,,,
2018-11-04,,,,2914.69,,,,,,
2018-11-05,1994.12,1275.621,2738.31,2914.45,3217.37,21898.99,63.1,1231.49,1.1407,79.2
2018-11-06,1994.2,1277.065,2755.45,2914.47,3207.42,22147.75,62.21,1227.19,1.1427,79.6
2018-11-07,1995.77,1280.702,2813.89,2915.0,3246.16,22085.8,61.67,1226.49,1.1426,80.55
2018-11-08,1993.64,1281.293,2806.83,2914.64,3237.6,22486.92,60.67,1224.0,1.1363,80.61
2018-11-09,1997.14,1276.202,2781.01,2914.87,3229.49,22250.25,60.19,1209.65,1.1336,80.6
2018-11-10,,,,2915.32,,,,,,
2018-11-11,,,,2915.78,,,,,,
2018-11-12,,1276.886,2726.22,2916.24,3194.08,22269.88,59.93,1200.37,1.1218,80.76
2018-11-13,2000.35,1270.933,2722.18,2914.82,3224.82,21810.52,55.69,1202.23,1.129,80.68
2018-11-14,2001.98,1266.642,2701.58,2913.57,3205.36,21846.48,56.25,1210.88,1.131,80.48
2018-11-15,2000.76,1261.254,2730.2,2910.0,3190.31,21803.62,56.46,1213.36,1.1328,79.93
2018-11-16,2006.44,1259.718,2736.27,2907.55,3180.74,21680.34,56.46,1223.36,1.1415,80.79
2018-11-17,,,,2908.01,,,,,,
2018-11-18,,,,2908.47,,,,,,
2018-11-19,2007.6,1258.169,2690.73,2906.43,3160.33,21821.16,56.76,1224.17,1.1454,80.9
2018-11-20,2006.5,1254.195,2641.89,2900.41,3116.07,21583.12,53.43,1221.66,1.137,80.07
2018-11-21,2006.25,1257.774,2649.93,2897.04,3153.91,21507.54,54.63,1226.04,1.1384,80.14
2018-11-22,,1258.002,,2897.5,3126.67,21646.55,,1228.64,1.1403,
2018-11-23,2006.99,1256.126,2632.56,2897.59,3137.21,,50.42,1223.05,1.1337,79.98
2018-11-24,,,,2898.05,,,,,,
2018-11-25,,,,2898.51,,,,,,
2018-11-26,2006.2,1257.701,2673.45,2897.61,3172.71,21812.0,51.63,1222.4,1.1328,80.13
2018-11-27,2006.86,1255.349,2682.17,2893.62,3166.42,21952.4,51.56,1215.05,1.1289,80.47
2018-11-28,2008.49,1259.499,2743.79,2888.15,3168.29,22177.02,50.29,1221.23,1.1366,81.19
2018-11-29,2008.62,1261.151,2737.76,2887.36,3174.16,22262.6,51.45,1224.21,1.1393,81.21
2018-11-30,2009.68,1261.253,2760.17,2886.46,3173.13,22351.06,50.93,1220.52,1.1317,81.98
2018-12-01,,,,2886.92,,,,,,
2018-12-02,,,,2887.38,,,,,,
2018-12-03,2013.34,1267.302,2790.37,2888.52,3214.99,22574.76,52.95,1230.67,1.1354,82.42
2018-12-04,2019.77,1265.004,2700.06,2887.62,3189.25,22036.05,53.25,1238.54,1.1343,81.2
2018-12-05,,1265.235,,2888.08,3150.27,21919.33,52.89,1237.29,1.1344,
2018-12-06,2023.08,1257.007,2695.95,2877.43,3045.94,21501.62,51.49,1237.78,1.1374,83.21
2018-12-07,2026.85,1259.744,2633.08,2872.72,3058.53,21678.68,52.61,1249.31,1.1379,82.12
2018-12-08,,,,2873.21,,,,,,
2018-12-09,,,,2873.68,,,,,,
2018-12-10,2027.15,1256.733,2637.72,2867.29,3016.99,21219.5,51.0,1244.46,1.1356,81.59
2018-12-11,2026.0,1259.034,2636.78,2861.14,3055.32,21148.02,51.65,1243.25,1.1317,81.63
2018-12-12,2025.25,1262.463,2651.07,2856.37,3107.97,21602.75,51.15,1245.66,1.1369,80.37
2018-12-13,2025.62,1263.061,2650.54,2854.96,3112.17,21816.19,52.58,1241.99,1.1361,79.88
2018-12-14,2028.05,1260.789,2599.95,2853.38,3092.6,21374.83,51.2,1239.02,1.1306,79.65
2018-12-15,,,,2853.84,,,,,,
2018-12-16,,,,2854.31,,,,,,
2018-12-17,2031.59,1257.687,2545.94,2848.26,3063.65,21506.88,49.88,1245.85,1.1348,76.65
2018-12-18,2036.58,1252.814,2546.16,2839.89,3040.13,21115.45,46.24,1249.42,1.1361,77.44
2018-12-19,2041.66,1248.993,2506.96,2835.82,3051.38,20987.92,47.2,1243.08,1.1376,76.59
2018-12-20,2038.08,1235.205,2467.42,2827.73,3000.06,20392.58,45.88,1259.86,1.1446,75.44
2018-12-21,2037.24,1230.725,2416.62,2820.12,3000.61,20166.19,45.59,1256.94,1.1372,74.39
2018-12-22,,,,2820.62,,,,,,
2018-12-23,,,,2821.08,,,,,,
2018-12-24,2040.97,1227.89,2351.1,2820.16,2973.78,,42.53,1269.22,1.1406,71.74
2018-12-25,,,,2820.63,,19155.74,,1268.54,1.1392,
2018-12-26,2036.14,1224.979,2467.7,2815.25,,19327.06,46.22,1267.14,1.1353,74.14
2018-12-27,2040.71,1227.134,2488.83,2811.26,2937.36,20077.62,44.61,1275.71,1.143,74.13
2018-12-28,2041.58,1231.561,2485.74,2811.12,2986.53,20014.77,45.33,1280.71,1.1444,74.37
2018-12-29,,,,2811.59,,,,,,
2018-12-30,,,,2811.9,,,,,,
2018-12-31,2046.6,1233.608,2506.85,2813.0,3001.42,,45.41,1282.49,1.1467,74.57
2019-01-01,,,,2813.47,,,,1282.6,1.1465,
2019-01-02,2049.21,1234.568,2510.03,2814.52,2993.18,,46.54,1284.59,1.1344,72.95
2019-01-03,2060.54,1236.011,2447.89,2820.65,2954.66,,47.09,1294.28,1.1394,73.46
2019-01-04,2050.97,1249.576,2531.94,2847.06,3041.85,19561.96,47.96,1286.05,1.1395,74.32
2019-01-05,,,,2847.54,,,,,,
2019-01-06,,,,2848.02,,,,,,
2019-01-07,2050.39,1259.242,2549.69,2867.32,3033.64,20038.97,48.52,1289.21,1.1474,75.05
2019-01-08,2047.83,1265.765,2574.41,2882.29,3054.94,20204.04,49.78,1285.39,1.1441,76.6
2019-01-09,2047.91,1272.281,2584.96,2888.47,3070.24,20427.06,52.36,1293.56,1.1543,76.49
2019-01-10,2046.72,1271.917,2596.64,2883.0,3075.73,20163.8,52.59,1286.65,1.15,77.53
2019-01-11,2050.23,1273.111,2596.26,2881.26,3070.04,20359.7,51.59,1290.25,1.1469,77.75
2019-01-12,,,,2881.75,,,,,,
2019-01-13,,,,2882.23,,,,,,
2019-01-14,2049.06,1270.993,2582.61,2878.53,3055.18,,50.51,1291.72,1.1469,77.49
2019-01-15,2049.11,1273.155,2610.3,2877.2,3068.05,20555.29,52.11,1289.51,1.1413,78.23
2019-01-16,2048.46,1277.069,2616.1,2880.99,3077.22,20442.75,52.31,1293.67,1.1392,78.78
2019-01-17,2048.01,1277.835,2635.96,2882.87,3069.35,20402.27,52.07,1292.05,1.1389,79.16
