,US Large Cap Equities,US Small Cap Equities,US Investment Grade Bonds,US High Yield Bonds,US Bank Loans,Developed Country Equities,Emerging Market Equities,Emerging Market Debt
2007-04-23,-0.0019129101055743725,-0.0015792413609223566,0.0017097674339447977,0.0013713187515327352,0.000657319394351763,-0.0021498675806199685,0.001316904355992854,0.0013238866612137468
2007-04-24,-0.0005901916823802811,-0.0014427782544075285,0.0019210395700171023,0.000979599996667968,0.0002741791760916268,-0.0036577423700387968,-0.0007136594417144204,0.0014065903465911855
2007-04-25,0.009526639306208118,0.006910897702740559,-0.0014958527935505783,0.0001997227182928274,0.00022842001873035755,0.0039845631754731325,0.0026118184786156906,0.00015129152101578391
2007-04-26,-0.00046233275695028997,0.002079109516192501,-0.002328413682508468,0.00029786023199807055,0.00028545981867589276,-0.001386832670388749,0.0008038912406382881,-0.0023425603542649442
2007-04-27,-0.0005778765307287159,-0.004915946784486369,-0.0005410587608052353,-0.00026450097482744184,0.0002796707875301063,-0.002581036969558803,-0.007829101890168944,-0.00022679403801184606
2007-04-30,-0.008296279564242837,-0.018233905977693476,0.004596623060485916,0.0011880733410654098,0.0005420672734015586,0.000792432050070957,-0.006025763212100688,0.0012644297660153736
2007-05-01,0.0025896729980789956,0.0020660725838428373,-0.0003439110190786021,-0.00038558253709986,0.00021670943826634925,-0.004987921624765135,-0.0008041817450743505,0.00046245878622253045
2007-05-02,0.007115552723986118,0.014954573965540785,-0.0001950307143090413,0.0006667165457099333,0.0001311378201471758,0.005183769810048311,0.0061600371459527015,-0.0002652645661642694
2007-05-03,0.004110685698663463,0.0004912616976409101,-0.0014212152420185475,0.0004103971714164434,0.00023373676679350197,0.0004472711984184752,0.011670358519977109,-0.0014759142153245586
2007-05-04,0.0022734154465271494,0.004840231346650903,0.002183996884164374,0.000778936494254312,0.00020518432391769537,0.007497384633267545,0.008910288900151997,0.00014414184437749888
2007-05-07,0.002282876960971958,-0.0012090315981069244,0.00077302394618739,0.0008430527804146326,0.0005983315098467834,0.0070688469303985535,0.004270112228596634,0.001150951602457706
2007-05-08,-0.001003928203333171,-0.001173230627570243,0.00018267259687232418,0.00023877429196783595,0.00023918948933032702,-0.010958457443995928,-0.006392940752746212,0.0011781997335176264
2007-05-09,0.003591494290351438,0.004658719604291539,-0.0022200947909717383,0.00039123111812533473,0.00018788965752847275,0.005083288410904219,0.005658762523284455,-0.0005378254072381239
2007-05-10,-0.013925425569830785,-0.019329504807220066,0.001300714847666029,0.0007473569084941456,0.00024477992576898977,-0.0090557707821739,-0.004875997476896599,-0.00032360102044148853
2007-05-11,0.00948233787021735,0.013325597019483215,-0.0010562902843086475,6.6234925344410556e-06,0.00014797024659807256,0.0020039452672449,-0.003078780561424632,-0.0001808944019773273
2007-05-14,-0.002087392829306367,-0.00868895401050429,-0.0002011800543306741,0.0009802704022916497,0.0006316256679015364,0.001254425084930455,0.007236284364781298,-0.00035013428528840596
2007-05-15,-0.001995347849539808,-0.009915474049402295,-0.0011636850268283983,0.0005822926781660076,0.00022178244847825823,0.002376408902839078,-0.005500946884299807,8.848017439588851e-05
2007-05-16,0.008254144497664928,0.0073987008058247206,0.0005424721072857519,-4.4638502527116763e-05,0.00021036233490834277,-0.0036428981278439077,0.011465763914077387,0.0011962999875625435
2007-05-17,-0.0008792984047706343,-0.005555819712004473,-0.002555028943450277,-0.0002827231363420335,5.115845478731451e-05,-0.003249970982401984,-0.0007371252116744609,-3.402938675389766e-05
2007-05-18,0.0063802203458136475,0.009827576060730925,-0.0024886118495135445,-1.6538192474824243e-05,9.094371152662539e-05,0.005029694456139211,0.0025419673830695544,-0.0010452500128987907
2007-05-21,0.0023532902640606146,0.012122426184926205,0.0012428387436540511,0.001301577273501664,0.0005740299745948807,-0.001319090718681415,0.008302592198546233,0.00015201562647404465
2007-05-22,6.257498468698053e-05,0.007533001865257738,-0.0022165565389330455,0.00024114773106398424,0.00024424879295659174,0.0025881187500278457,0.003323274756917849,-6.665696112029273e-05
2007-05-23,-0.0015510405448495579,-0.004030025775497381,-0.0014203808792816464,0.00018494544109493027,0.0002157950628360883,0.008109274927564192,-0.0014448168424362473,-0.0011588828793916983
2007-05-24,-0.010318571741912752,-0.015227837811991884,0.0003537673164213384,2.1462912087821806e-05,0.0002498140588540476,-0.00895793874694839,-0.01236269144454516,-0.002306703778788166
2007-05-25,0.005461493124728989,0.007444578373214439,-0.00014231197717140542,-0.0002525965438847644,0.0001702852277565281,-0.0029491166014772308,0.0014650189356189003,0.00015032558905403448
2007-05-29,0.0023943639796581984,0.009151109579567107,-0.000605370140163819,0.0006242197253432114,0.0007945290996282939,0.006022912086930177,0.0012240389304090105,-2.2233083563416578e-05
2007-05-30,0.008230373121524748,0.006951235091916974,0.00014730835244480822,-0.0004637468767224595,0.0001814624741274251,-0.005027535974418074,-0.006738892754199366,-0.0005374645893523322
2007-05-31,0.0007909136010777473,0.004497427585250069,-0.0006282600923445125,0.0005200997931158469,0.00023245661282378371,0.010235327726891175,0.015480526758195445,-7.556127688634895e-05
2007-06-01,0.0039059412935347204,0.0073940819014972625,-0.003422745449130571,-0.0005940907770707327,0.00022106587763137675,0.006238926127049682,0.016486169552321295,-0.001152442514391283
2007-06-04,0.0019155534351145143,0.001974390341071608,0.0024821432954516,0.0004342743160592466,0.0006573839518977387,0.0035260590252621515,0.0028404684349310205,0.000743288453166846
2007-06-05,-0.005440437330209491,-0.007983740160657282,-0.002728800227705941,-0.0006057395056042747,0.00016423802053533443,-0.001338957538418395,0.001063367006621796,-0.0026321341457695713
2007-06-06,-0.009448958388194928,-0.008319128218548855,8.777168559070958e-05,-0.0017440016911531853,0.00019818575101071545,-0.011387635280199926,-0.011124523200231717,-0.0026021961355081613
2007-06-07,-0.017903623018529657,-0.018884275268684414,-0.007707273363324441,-0.004648869712530979,0.00022645312137337115,-0.010362051313870912,-0.004286983779772102,-0.008547153941037777
2007-06-08,0.011221494082876537,0.012101635320103332,-0.0010415558518862555,-0.001580684730685289,0.00016414134267606073,-0.01043472030023318,-0.012533835471342791,-0.002301376648449427
2007-06-11,0.0008042869345350478,-0.0025510845401403026,-0.0003640578331871591,0.0006542508827394045,0.0005659117404048786,0.006023632915918009,0.007329718133603391,-0.0008118260796744492
2007-06-12,-0.010481369763418402,-0.013760201632261215,-0.006144164901458082,-0.0037865176016504964,0.00020926891621342314,-0.006077536955563456,-0.00010845559236472013,-0.005606020213925311
2007-06-13,0.014305443268467721,0.013175780513182467,0.0031689745858833884,6.846981650099337e-05,-0.0005541638628614454,-0.0006336475923652829,0.0011142555688126166,-0.0004315795038489778
2007-06-14,0.004922903980356885,0.005503494034077905,-0.000784615814698908,0.0005761090098439503,0.00070723358510838,0.012191863335190067,0.020851801508973145,0.002869906541704381
2007-06-15,0.006545378275853331,0.013223531435452074,0.002822607218662565,0.0012750546571203003,0.00011307740148125411,0.0131725541958434,0.012475516918653229,0.004108992846328707
2007-06-18,-0.0014873841798370702,-0.002255327075478597,0.001882228071981018,0.001438443614010465,0.0005935892362485262,0.0019431281713839788,0.011845315239765286,0.0032307161199556234
2007-06-19,0.0016383198945528754,0.002437666976643049,0.0034071402670019513,-0.0003927984727463141,0.0001751461905703522,-0.0015338572543073248,0.0,0.0032739685499298954
2007-06-20,-0.013237190578425206,-0.014344078720926356,-0.002198549019317486,-0.001042324016244267,0.0002033599584241319,0.003447651756271819,0.002345096488006071,-0.002412227150461521
2007-06-21,0.005956859185624941,0.00433630911450078,-0.002387575952171872,-0.0033802535190139427,-0.00035580757022957155,-0.0074479130006334104,0.0025463223963619885,-0.0030256465146150102
2007-06-22,-0.01325571380492907,-0.00602033052281381,0.001518497041068212,-0.00018898628093400038,-5.649749433611628e-05,-0.002916421046099793,-0.0025960880608065784,-0.001025426353867931
2007-06-25,-0.0038813611536260284,-0.008731798769713639,0.0038081169307171425,-0.001543958488760766,0.00013560164755999082,-0.001142420241730835,-0.006483621807521045,0.0006891165010600719
2007-06-26,-0.0036289466482253285,-0.0016048803832376946,-0.001716888426286256,-0.00022282125212125248,-5.64930259360219e-05,-0.0032353674166903934,-0.005882798017629476,-0.002009332807373143
2007-06-27,0.009241513524166134,0.014923476181023299,0.0016747771645091447,-0.0030397581599242995,-0.00041242238832106537,-0.008884840854194942,-0.005803444011035941,-0.0010368206064539365
2007-06-28,-0.0001281452019386009,0.0006476027368669257,-0.0024374010094723175,0.00020001882530129578,-0.0005821511332164686,0.010743872388923714,0.01089952153110052,0.0009058178045375787
2007-06-29,-0.0013402044238952637,-0.0063180853853304075,0.005214141195731159,0.000946118310162003,-0.0003053832276744828,0.00825414935909996,0.0031238463067617683,0.0004140342641429928
2007-07-02,0.010995135544745738,0.013629292363494194,0.0022321716658011415,-0.0002568726012632805,0.0001527382575392533,0.0071698847160337476,0.012456473119497158,0.003129791487558542
2007-07-03,0.003548217066259074,0.0037179823969746284,-0.002612299762010939,-0.0004786111209071908,-0.0002488687782805643,0.006012833229462,0.014959595112266744,0.0005022854641421048
2007-07-05,0.0008239861897987311,0.002267089825329194,-0.005332351257649193,-0.0009896032850124081,-7.354771549472616e-05,-0.0010950369956721495,0.0076955571473174,-0.002680369398078142
2007-07-06,0.003850528710452217,0.00257014375160991,-0.0024885431823435944,-0.0005650867223120359,-0.00025460697170465174,0.004507239097678584,0.007901068056719973,-0.0012262122304202983
2007-07-09,0.000946049971582541,0.001084084605529334,0.002632935676805115,0.0005889648186072627,-0.00019807807671845534,0.004765279547124468,0.012034466857747228,0.0014659622761288293
2007-07-10,-0.014040774668386824,-0.018463391994899547,0.006648797277194474,-0.00237129023415239,-0.0007641668034620297,-0.001795813806562574,-0.0026891807379612054,0.0010567958137803757
2007-07-11,0.005633840464023265,0.002975515282351626,-0.0028260155513739615,-0.0033243257367208123,-0.0012066074503760404,-0.0022628945976643777,-0.002257477895528881,-0.0003474130515298546
2007-07-12,0.01827475930259692,0.018103700740719653,-0.0022491183308377405,0.0015865203279259443,-0.0008110484076794267,0.006734562644467257,0.01472476364060804,0.0004892737925723534
2007-07-13,0.003353009224927872,0.0006934042406403496,0.0007355577372714084,0.0016802635734056715,0.00013623050200939346,0.006758564732894268,0.014112921064972417,0.00033672453264066426
2007-07-16,-0.002288177983588935,-0.00853476420727417,0.004282461147995464,0.002302904424408725,0.0008002451815023459,0.001277478651531272,-0.005078002303423701,0.0015022487082732017
2007-07-17,-0.0001683030782870798,0.00167120413911781,-0.002460894616240439,-0.0005668343060905023,2.8354797915408625e-05,-0.003326625850922582,-0.00016662281855661654,-6.148285466744952e-06
2007-07-18,-0.002017606042860498,-0.004682859791883431,0.003573037691392944,-0.0032245415210208073,-0.00041963911036513313,-0.009068142083309971,-0.0069379270421273675,0.00018817595457831793
2007-07-19,0.00458739570861133,0.0070242384694678695,-0.0014431395061433872,-0.0005774325189059626,-0.0012254067669684732,0.009116446016594226,0.010519342872283843,0.0004248996009370565
2007-07-20,-0.011876074510425272,-0.018091962388627425,0.002510871434538098,-0.00395989424514509,-0.0018233249267262108,-0.003741650020405163,0.006057109893279566,-0.001203960519926106
2007-07-23,0.004123538632746504,-0.000981519693756372,-0.0005244429631517944,-0.0035617911399598023,-0.003306189573837215,0.000862388644066403,0.01050354462051728,-0.0010137688375886356
2007-07-24,-0.020011058994012787,-0.0284262185614087,0.00032733585394195686,-0.006173711597283971,-0.001901227519269133,-0.007591097477963382,-0.005545381857574028,-0.002688896419731468
2007-07-25,0.003679725273121548,0.000784595809987243,0.001056446344903872,-0.002096378608717142,-0.0022480651195250223,-0.013761547544627328,-0.00785869903516978,-0.0021415359743427453
2007-07-26,-0.02325623659692022,-0.02586644021070239,7.774193350940095e-05,-0.011695043251407355,-0.003990276567444884,-0.020824713225519598,-0.022839167298425278,-0.007682008682036723
2007-07-27,-0.015453220454615946,-0.01725325109317344,-0.002483875923725787,-0.006698203971338468,-0.006337493092650526,-0.014479593258740153,-0.03214788920794043,-0.003232119833337266
2007-07-30,0.010247985113081892,0.008231695950488893,-0.0012106678677212823,0.0013567168850059375,-0.008451748567721129,0.0015143912785657854,0.008522753448259923,-0.0004726264361026855
2007-07-31,-0.01214315377794628,-0.010334714695569014,0.002655270669273291,0.007512942059729966,-0.0016124509254066277,0.014519816726027424,0.016618246267974923,0.0015162303410702904
2007-08-01,0.006081195383492721,0.0023152890246023183,0.0003590624670655185,-0.0038419680858438054,-0.0037801652505676797,-0.01819528619528632,-0.03425685451620719,0.000639928185626415
2007-08-02,0.004986629959180755,0.007793640142838454,0.0007295049534059572,0.004697032693087078,-7.048623756222838e-05,0.0052355542142783484,0.005815847019960074,0.0038295431253227985
2007-08-03,-0.026390146147170945,-0.03644364512981424,0.0030138235591150586,0.0005056005651644657,0.0005286840466651732,-0.0023698838256566157,-0.0005273383291702904,0.00039838661903601746
2007-08-06,0.021850060723111575,0.014521473115418626,-0.0026429019075150384,-0.0025319172134026235,0.0005460181771212991,-0.006278468546103699,-0.020003147186507753,-2.6762125787227475e-05
2007-08-07,0.006469571677959696,0.010086077429237728,-0.0003768971817146305,0.0030432368658477316,0.0004870406121455506,0.006212605072862809,0.004439322956022451,0.002495540782801786
2007-08-08,0.013867240592446928,0.02772779354451993,-0.005679460295192396,0.0070349446648931835,0.002445747800586595,0.017825059964067247,0.028239077692727266,0.0020003365227798664
2007-08-09,-0.028817476198616743,-0.013481682960490127,0.0032822346280678705,-0.000640694217090676,0.002100434713925514,-0.01434542823477758,-0.012885820110659085,-0.0004441113036365296
2007-08-10,7.724921864316059e-05,0.004974059464473157,-0.0001098270683842495,-0.0027294227648982927,-9.925500361995798e-05,-0.03095384195813744,-0.03315853839312177,-0.0012813057380196557
2007-08-13,0.0001038351907591828,-0.01137078207247677,0.0010505284550850202,0.0027437868394746268,0.0005605544818083619,0.011693520016886172,0.01012869285242024,0.001144054225952429
2007-08-14,-0.018288289999303542,-0.02171819437373612,0.0016403411124896738,-0.0005809436725264794,0.0007294797350529958,-0.0098846481955418,-0.014390877872009433,-0.002203828718259304
2007-08-15,-0.015071883572730371,-0.014847857632548589,-0.0005195698524642633,-0.0026673591596529933,-0.0003790529507813334,-0.014876659986139407,-0.02402379279478717,-0.005630397561572353
2007-08-16,0.0017010076407850683,0.023003310518080022,0.0042144385697973075,-0.00740788001165682,-0.0012834349385992816,-0.030388014012805442,-0.05636039092316647,-0.0062919881361784835
2007-08-17,0.024394612034030372,0.022367695413302302,-0.004193093255320801,0.002545050874958932,-0.00043225561494197873,0.00796133067955651,0.0011495934619485393,0.0022583068943862195
2007-08-20,0.0005806348699952668,0.0018103657753085756,0.0022507946051955052,0.0019459635552043775,0.00010518872610609797,0.012436165556150014,0.03729800826756868,-0.0006997136170766582
2007-08-21,0.0017332415059687634,0.0011797544485250278,0.0024699473448523968,0.0014458289736516416,-0.0001811393078142709,0.005754994787838585,-0.0018315571254616803,0.0006041941109513616
2007-08-22,0.0123128594327504,0.012911270058512336,-0.0018983253296931402,0.0027925001424744522,-0.0001227295041728027,0.012437608960427893,0.025759424118079854,0.00467255181712134
2007-08-23,-0.0011646187319993562,-0.012906982568623437,0.001092926203058342,0.0030086038838026408,0.0006721726373133396,0.01192627223792142,0.017554205736077577,0.0015878452301005819
2007-08-24,0.011716428434720427,0.013543874872661288,-0.00028055708879326513,0.00023007649184858536,4.088737281104926e-05,0.005049021664638831,0.004356309404219161,0.0013778154157850775
2007-08-27,-0.00851162865950883,-0.011864633778470801,0.0025995418315147845,0.0014608213214681864,0.0006074447020893992,0.0032563317561926652,0.01881149078179245,0.0026124937351064137
2007-08-28,-0.023380405447812724,-0.027383621508645373,0.0033315159584179632,-0.0008776139869728361,-5.253541762750835e-05,-0.011600595518813428,-0.008448576957568177,-0.0012154854691845962
2007-08-29,0.02170627127183744,0.025379249627522693,-0.0015865401235147791,-0.0006553574614678315,-9.923878018025523e-05,-0.0010992969177585632,-0.002332444782939924,0.0023250935742835654
2007-08-30,-0.0037765186586692367,-0.005343450367640057,0.002483211896091353,0.000578534813375331,-0.000140115712225497,0.008485609118751736,0.013092227682618418,0.0008258342597982082
2007-08-31,0.011758911997575394,0.012449049433542081,-0.0013603232782519736,0.0010929186762129728,0.00015181329300539836,0.01569073601114468,0.023839799561068853,0.0005608636549463419
2007-09-04,0.01089086420492702,0.009873105121830816,-0.0005988721544469833,0.0012219784739835315,0.0007064084675605375,0.0034106131331466116,0.003615521904726915,0.0036983494563160857
2007-09-05,-0.010998236923851934,-0.012781491940066503,0.004816311711839605,0.0016176160960506003,0.00037337378215984707,-0.01090329194669093,-0.005279995600003695,-0.0007104407311875338
2007-09-06,0.004110905822430899,0.00312225237363295,-0.0022247142674152176,0.0005639695251375976,0.0001516264856480376,0.005122488276319448,0.008063401373082035,0.00023380222837832143
2007-09-07,-0.01665479347484189,-0.021612439038847464,0.006164608365700541,-5.978123484118303e-05,0.0003965014577260728,-0.009739039570290653,-0.004945607459548529,0.0008846878319801466
2007-09-10,-0.00200521659752928,-0.00769928820576804,0.0015660151834862024,-6.661735843382921e-05,0.0006469737946470655,-0.010070856994756405,-0.012025833953458354,0.0010572866649976032
2007-09-11,0.013460425083391403,0.016180552939480064,-0.002682460171715917,-9.566206691569157e-05,-0.00011649648471856455,0.014619459262341428,0.011651478519620673,0.0020304070201802027
2007-09-12,5.875176255298875e-05,-0.00557992199614199,-0.0027836691410393355,0.00046298036348235705,0.00046604023092311486,0.004617085982858704,0.001672901749193434,0.0006481752934202056
2007-09-13,0.007871023708068359,0.0031443468602809777,-0.00433760709581521,0.00130120951009971,0.00043088640320476657,0.0032978323288475053,0.010653819683413612,0.0014701070173877007
2007-09-14,0.0007255184046035534,0.00401742807714478,0.0012962101025497663,0.0007094484549885482,0.0006576917928211579,-0.0035201448288156856,0.0057928379458125345,0.002775869580409873
2007-09-17,-0.005435584114610759,-0.009797252021417235,0.0005333278384402895,0.0022921434864779933,0.0014541139792700886,-0.011285905005711694,-0.008223951468756097,0.0004617040493724023
2007-09-18,0.02887532880841448,0.039724983855562446,0.0001490099018897073,0.003754259247924052,0.0020153796115602862,0.003262014467938945,0.008537906301484544,0.00524350827997444
2007-09-19,0.005957427224679401,0.013349400219183849,-0.001376016492817378,0.005701798963309246,0.0028923679741252872,0.03454447908091063,0.033970812537793105,0.003257633350380873
2007-09-20,-0.0064494691257399595,-0.009340637830378418,-0.006187263891474837,-0.0014771620970649435,0.0020575418154915592,0.006263328013304648,0.007009121459433443,-0.00202343956804385
2007-09-21,0.004493162105242643,0.004139493010900885,0.004050848585040567,0.0037633111740484892,0.001315045738213616,8.885571608718834e-06,0.006466264475417871,0.0018848871442229687
2007-09-24,-0.005084672156262959,-0.0089975194099714,0.002142457304320722,0.0032736194669447105,0.0015206847689597236,0.0019859076086472527,0.011686790567890126,0.0006246640134368597
2007-09-25,-0.00029099833039714085,-0.003469856551960415,0.0009188322400339732,-0.0014120413796800957,0.000851210674641889,-0.0027756470228302854,-0.003932885563245447,-5.196163432019674e-05
2007-09-26,0.00561547688497499,0.007621410185043365,0.0002684283971794432,0.0018216433369957485,0.001212518245238936,0.00381491016286728,0.009683015836388753,6.114531229384212e-05
2007-09-27,0.004596345356678189,0.006037415911835264,0.0035377001314522705,0.0009476752655082077,0.0015267263199583159,0.013553916683276768,0.01817304599549696,0.0009690847638870181
2007-09-28,-0.002827307346917274,-0.010510979034552448,9.71852495728065e-05,-0.0005720814229103199,0.00037250351012918514,0.0053009942095487705,0.0016709757334418818,0.0003998786423351497
2007-10-01,0.013209839235341692,0.02397665901049084,0.0016851853975548003,0.0006962634419849234,0.0006817140238313257,0.0057729592502107074,0.010913768777491839,0.0011852212590262035
2007-10-02,0.00021269895967623853,0.008744340791646765,0.001588953369611401,0.0011356585063164726,0.0004637077152949143,0.002372863774279921,0.02149337055129097,0.0016779303986704797
2007-10-03,-0.0045073086354046055,-0.007001420717474449,-4.752680150643673e-05,0.0009723173563660481,0.0004921034561684579,0.0019274303085181632,-0.008728289785650656,-9.598753807504856e-05
2007-10-04,0.0019893788412195246,0.0036349375233766246,0.002139409352154731,0.001492108847170659,0.0006577216521967966,-0.001575128463345954,-0.005926850823353869,0.00029219582971817815
2007-10-05,0.010070067661803073,0.018962747481764408,-0.005686508410593261,0.0003149758518512513,0.0005829870656890446,0.007116502008655212,0.016296102963965886,-0.0003785737148466195
2007-10-09,0.005004292088407691,0.0010013315579227022,0.0007879364216818452,0.0030604679833732273,0.0015537263727913864,1.7119843182422656e-05,0.011620814741099883,0.001974595416407876
2007-10-10,-0.0012636158420116228,-0.0006325963290493286,0.0012265238034907533,0.0015280564450763645,0.0012604442923547232,0.004665077401765805,0.008663091422587588,0.0005884006234415651
2007-10-11,-0.005421509117885859,-0.01207544848116271,0.0005308626427558139,0.0021343566747153986,0.0012987308892888905,0.010743755884144779,0.01417290631095458,0.0016651211385205755
2007-10-12,0.004901821824091934,0.007412153584516856,-0.001140056515004484,0.0002316810612317255,0.0014961543712739278,-0.005070322806337346,-0.010050718905588396,0.0005289884775203646
2007-10-15,-0.008314781598873444,-0.014042362474128267,0.0013439442018967629,0.0016180828200305086,0.0012269450771669188,-0.0041345420655763965,0.010936153544849336,0.0005241588070143965
2007-10-16,-0.006768993718146321,-0.007247783523862461,0.0007713243174893858,-0.002464498502635637,0.000771574295229227,-0.013335658743257928,-0.012266943570509725,0.0005055118803478642
2007-10-17,0.0017422663065982391,0.0018789184619831811,0.0058379325427886375,-0.0012038317285002487,-4.5351731018827834e-05,0.0038974084820371235,0.0041109969167520966,0.001537041444302778
2007-10-18,-0.0005372571770291268,0.00016971898173467892,0.001947643327646853,-0.0032594026970479417,-0.0005272377842406861,0.0034270548371719833,-0.0006250634830099466,0.0017153082136014408
2007-10-19,-0.02527419612442461,-0.03180721255998242,0.005118744850807877,-0.0017913814095527059,-0.00012478871002508107,-0.009051962114435708,-0.012360543207173946,9.061122709930203e-07
2007-10-22,0.00398756164457259,0.014133859795615988,-0.0005149697611182003,-0.0007964874569887925,-0.0015033243322971623,-0.01958226798424445,-0.022932729604356994,8.517447629019514e-05
2007-10-23,0.008832549381648569,0.010434758993236537,0.0001271745208817343,0.0022229374459066253,0.00015339950344017694,0.014083576356155314,0.027878375422307533,0.0007382367304482607
2007-10-24,-0.0024000791977845104,-0.009388736448333157,0.0034005945544139937,0.00017138388325910192,0.00046012792692473603,-0.004370131929330667,-0.0026562623157563303,0.0010217959598590731
2007-10-25,-0.0014256012818310015,-0.0058469579416143835,-0.001452627639364601,-9.316362027156355e-05,0.0003577126829017452,0.010296998599433893,0.014755044138683227,0.0011410437113079652
2007-10-26,0.013316528104321712,0.01896271963558238,-0.0015395463557051903,-0.0005224303994597612,0.00017595441077977725,0.014527991431767084,0.02143302180685347,0.00154031561563861
2007-10-29,0.004035267327490377,0.0003920164987814001,0.0008962856710115208,0.0008955874837488498,0.0005901948210405017,0.011548759774729023,0.020563925826522,0.0024228298038733165
2007-10-30,-0.006503855857401097,-0.006772412853102594,-0.0004332025417713714,-4.490562334813486e-05,-1.7014808554982608e-05,-0.003623279888902986,-0.00487116078566141,0.00016161150789106848
2007-10-31,0.012174446850398368,0.014541426770291244,-0.005368102712310696,0.00020790574052709232,-5.6716993545702366e-05,0.008890521985563948,0.004114206776428819,0.0016039779516909825
2007-11-01,-0.02556989135224519,-0.03966454876035452,0.005237108380805822,-0.0019106723271788972,0.0,-0.008975443120640803,-0.007147930763766852,0.0001532423328982624
2007-11-02,0.0005470393017346087,0.0032785194724187505,0.002493875161359682,-0.0008946868595991475,-0.0005785461475632525,-0.009555189456342816,-0.013359540323370167,0.0004589380658139852
2007-11-05,-0.005723762544650346,-0.009208017719104067,-0.002773161107511246,-0.0017209379111616796,9.080487168144913e-05,-0.009783851101216379,-0.01832614586116088,-0.0025844942910416835
2007-11-06,0.012009546049423836,0.014337638546778608,-0.002843831593852375,-3.340900472903474e-05,-0.0006299015991556578,0.007705427825682509,0.014415226958184979,0.0003403919817979162
2007-11-07,-0.028426290515191854,-0.032191276800079716,-0.000651038564355777,-0.002246830632403496,-0.0005791933313269437,0.0018849134264820044,-0.0010883894901432267,-0.0031776502446982935
2007-11-08,-0.00024110310886293895,0.006362441362956828,0.0012397460189550458,-0.0030019622419116265,-0.003187409448595191,-0.009679868944216019,-0.016266899927873224,-0.0015501141600320345
2007-11-09,-0.014401304756967881,-0.010904126920707968,0.0016965871215344208,-0.002816201302136112,-0.0007751761245754496,-0.012092101578822567,-0.0031433786250253393,0.00019074291200249505
2007-11-13,0.01657425812505675,0.021715938486396746,-0.002799084562662424,-0.002889832706304718,-0.0007073265338718437,-0.009318530663503966,-0.029561121413425373,-0.00046944537839443967
2007-11-14,-0.006744441976831106,-0.008469818983596333,-0.0004868940865312421,0.0012092756168826657,-0.0003539135994153897,0.013706528867780898,0.031977423906470515,0.0006658874469365195
2007-11-15,-0.012621149418969968,-0.01389444465034484,0.005062706971164399,-0.0035880203641665,-5.7103048160755954e-05,-0.013100019539306618,-0.011907087217070011,-0.0008512337919934776
2007-11-16,0.004868069989891977,-0.0027255089755171547,-0.0003808604004253979,-0.004034340140753101,-0.000993649778427419,-0.010510893667945664,-0.014920888453114345,-0.0015847161086274264
2007-11-19,-0.01765316849321097,-0.02490071423373219,0.0027869188108116116,-0.005230360226824549,-0.001286169957356309,-0.014615449601821262,-0.015050569914914158,-0.0003708552352911232
